id,original,surface,pronunciation,type,field1,field2,field3,field4,era,birth_year,nobel,gender,country,status,description,image,image_page
3002,アラン・カニンガム,アラン・カニンガム,アラン・カニンガム,full,生物学,NA,NA,NA,近代,1791,no,男性,オーストラリア/グレートブリテン及びアイルランド連合王国,物故,アラン・カニンガム（Allan Cunningham、 1791年7月13日 - 1839年6月27日) は、イギリス出身の植物学者、探検家。,http://commons.wikimedia.org/wiki/Special:FilePath/Allan_Cunningham07.jpg,https://commons.wikimedia.org/wiki/File:Allan_Cunningham07.jpg
3003,フランシス・ウィラビイ,ウィラビイ,ウィラビイ,family,生物学,NA,NA,NA,近世,1635,no,男性,イングランド王国,物故,フランシス・ウィラビイ（Francis Willughby 時として Francis Willoughby、1635年11月22日 - 1672年7月3日）は、,http://commons.wikimedia.org/wiki/Special:FilePath/FrancisWillughby.jpg,https://commons.wikimedia.org/wiki/File:FrancisWillughby.jpg
3003,フランシス・ウィラビイ,フランシス・ウィラビイ,フランシス・ウィラビイ,full,生物学,NA,NA,NA,近世,1635,no,男性,イングランド王国,物故,フランシス・ウィラビイ（Francis Willughby 時として Francis Willoughby、1635年11月22日 - 1672年7月3日）は、,http://commons.wikimedia.org/wiki/Special:FilePath/FrancisWillughby.jpg,https://commons.wikimedia.org/wiki/File:FrancisWillughby.jpg
3004,志賀潔,志賀,しが,family,生物学,NA,NA,NA,近代,1871,no,男性,大日本帝国/日本,物故,志賀 潔（しが きよし、1871年2月7日（明治3年12月18日） - 1957年（昭和32年）1月25日）は、日本の医学者・細菌学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Kiyoshi_Shiga.jpg,https://commons.wikimedia.org/wiki/File:Kiyoshi_Shiga.jpg
3004,志賀潔,志賀潔,しがきよし,full,生物学,NA,NA,NA,近代,1871,no,男性,大日本帝国/日本,物故,志賀 潔（しが きよし、1871年2月7日（明治3年12月18日） - 1957年（昭和32年）1月25日）は、日本の医学者・細菌学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Kiyoshi_Shiga.jpg,https://commons.wikimedia.org/wiki/File:Kiyoshi_Shiga.jpg
3005,ルイ・ド・ジョクール,ジョクール,ジョクール,family,生物学,NA,NA,NA,近代,1704,no,男性,フランス,物故,ルイ・ド・ジョクール（Louis de Jaucourt、 1704年9月16日 - 1779年2月3日）は、フランスの医師、啓蒙思想家、著作家である。,http://commons.wikimedia.org/wiki/Special:FilePath/ChevalierLouisJaucourt.jpg,https://commons.wikimedia.org/wiki/File:ChevalierLouisJaucourt.jpg
3005,ルイ・ド・ジョクール,ルイ・ド・ジョクール,ルイ・ド・ジョクール,full,生物学,NA,NA,NA,近代,1704,no,男性,フランス,物故,ルイ・ド・ジョクール（Louis de Jaucourt、 1704年9月16日 - 1779年2月3日）は、フランスの医師、啓蒙思想家、著作家である。,http://commons.wikimedia.org/wiki/Special:FilePath/ChevalierLouisJaucourt.jpg,https://commons.wikimedia.org/wiki/File:ChevalierLouisJaucourt.jpg
3006,フィリベール・コメルソン,コメルソン,コメルソン,family,生物学,NA,NA,NA,近代,1727,no,男性,フランス,物故,フィリベール・コメルソン（Philibert Commerçon または Commerson、1727年11月18日 – 1773年3月13日）は、フランスの植,http://commons.wikimedia.org/wiki/Special:FilePath/Commerson_Philibert_1727-1773.png,https://commons.wikimedia.org/wiki/File:Commerson_Philibert_1727-1773.png
3006,フィリベール・コメルソン,フィリベール・コメルソン,フィリベール・コメルソン,full,生物学,NA,NA,NA,近代,1727,no,男性,フランス,物故,フィリベール・コメルソン（Philibert Commerçon または Commerson、1727年11月18日 – 1773年3月13日）は、フランスの植,http://commons.wikimedia.org/wiki/Special:FilePath/Commerson_Philibert_1727-1773.png,https://commons.wikimedia.org/wiki/File:Commerson_Philibert_1727-1773.png
3007,エミール・クリスチャン・ハンセン,ハンセン,ハンセン,family,生物学,NA,NA,NA,近代,1842,no,男性,デンマーク王国,物故,エミール・クリスチャン・ハンセン(Emil Christian Hansen、1842年5月8日-1909年8月27日)は、デンマークの真菌学者、発酵生理学者で,http://commons.wikimedia.org/wiki/Special:FilePath/Emil_Christian_Hansen.jpg,https://commons.wikimedia.org/wiki/File:Emil_Christian_Hansen.jpg
3007,エミール・クリスチャン・ハンセン,エミール・クリスチャン・ハンセン,エミール・クリスチャン・ハンセン,full,生物学,NA,NA,NA,近代,1842,no,男性,デンマーク王国,物故,エミール・クリスチャン・ハンセン(Emil Christian Hansen、1842年5月8日-1909年8月27日)は、デンマークの真菌学者、発酵生理学者で,http://commons.wikimedia.org/wiki/Special:FilePath/Emil_Christian_Hansen.jpg,https://commons.wikimedia.org/wiki/File:Emil_Christian_Hansen.jpg
3008,オロフ・ペータ・シュヴァルツ,シュヴァルツ,シュヴァルツ,family,生物学,NA,NA,NA,近代,1760,no,男性,スウェーデン,物故,オロフ・ペータ・シュヴァルツ（Olof Peter Swartz、1760年9月21日 – 1818年9月18日）は、スウェーデンの植物学者、分類学者である。,http://commons.wikimedia.org/wiki/Special:FilePath/Olof_Peter_Swartz00.jpg,https://commons.wikimedia.org/wiki/File:Olof_Peter_Swartz00.jpg
3008,オロフ・ペータ・シュヴァルツ,オロフ・ペータ・シュヴァルツ,オロフ・ペータ・シュヴァルツ,full,生物学,NA,NA,NA,近代,1760,no,男性,スウェーデン,物故,オロフ・ペータ・シュヴァルツ（Olof Peter Swartz、1760年9月21日 – 1818年9月18日）は、スウェーデンの植物学者、分類学者である。,http://commons.wikimedia.org/wiki/Special:FilePath/Olof_Peter_Swartz00.jpg,https://commons.wikimedia.org/wiki/File:Olof_Peter_Swartz00.jpg
3009,ジョン・マレー,マレー,マレー,family,生物学,NA,NA,NA,近代,1841,no,男性,カナダ/グレートブリテン及びアイルランド連合王国,物故,サー・ジョン・マレー（Sir John Murray、1841年3月3日 - 1914年3月16日）はスコットランドの海洋学者、海洋生物学者。,http://commons.wikimedia.org/wiki/Special:FilePath/JohnMurray%28oceanographer%29.jpg,https://commons.wikimedia.org/wiki/File:JohnMurray%28oceanographer%29.jpg
3009,ジョン・マレー,ジョン・マレー,ジョン・マレー,full,生物学,NA,NA,NA,近代,1841,no,男性,カナダ/グレートブリテン及びアイルランド連合王国,物故,サー・ジョン・マレー（Sir John Murray、1841年3月3日 - 1914年3月16日）はスコットランドの海洋学者、海洋生物学者。,http://commons.wikimedia.org/wiki/Special:FilePath/JohnMurray%28oceanographer%29.jpg,https://commons.wikimedia.org/wiki/File:JohnMurray%28oceanographer%29.jpg
3010,レイ・ランケスター,ランケスター,ランケスター,family,生物学,NA,NA,NA,近代,1847,no,男性,イギリス,物故,エドウィン・レイ・ランケスター（Sir E. Ray Lankester、 1847年5月15日 - 1929年8月13日）はロンドン生まれのイギリスの動物学者,http://commons.wikimedia.org/wiki/Special:FilePath/PSM_V73_D096_Edwin_Ray_Lankester.jpg,https://commons.wikimedia.org/wiki/File:PSM_V73_D096_Edwin_Ray_Lankester.jpg
3010,レイ・ランケスター,レイ・ランケスター,レイ・ランケスター,full,生物学,NA,NA,NA,近代,1847,no,男性,イギリス,物故,エドウィン・レイ・ランケスター（Sir E. Ray Lankester、 1847年5月15日 - 1929年8月13日）はロンドン生まれのイギリスの動物学者,http://commons.wikimedia.org/wiki/Special:FilePath/PSM_V73_D096_Edwin_Ray_Lankester.jpg,https://commons.wikimedia.org/wiki/File:PSM_V73_D096_Edwin_Ray_Lankester.jpg
3011,ジューダ・フォークマン,フォークマン,フォークマン,family,生物学,NA,NA,NA,現代,1933,no,男性,アメリカ合衆国,物故,ジューダ・フォークマン（Judah Folkman、 1933年2月24日 - 2008年1月14日）はアメリカ合衆国の生物学者、外科医。,,
3011,ジューダ・フォークマン,ジューダ・フォークマン,ジューダ・フォークマン,full,生物学,NA,NA,NA,現代,1933,no,男性,アメリカ合衆国,物故,ジューダ・フォークマン（Judah Folkman、 1933年2月24日 - 2008年1月14日）はアメリカ合衆国の生物学者、外科医。,,
3012,ルイ・クロード・リシャール,リシャール,リシャール,family,生物学,NA,NA,NA,近代,1754,no,男性,フランス,物故,ルイ・クロード・リシャール（Louis Claude Marie Richard、1754年9月19日 - 1821年6月6日）は、フランスの植物学者である。,,
3012,ルイ・クロード・リシャール,ルイ・クロード・リシャール,ルイ・クロード・リシャール,full,生物学,NA,NA,NA,近代,1754,no,男性,フランス,物故,ルイ・クロード・リシャール（Louis Claude Marie Richard、1754年9月19日 - 1821年6月6日）は、フランスの植物学者である。,,
3013,デイビッド・ラック,ラック,ラック,family,生物学,NA,NA,NA,現代,1910,no,男性,イギリス,物故,デイビッド・ランバート・ラック（David Lambert Lack、1910年7月16日 - 1973年3月12日）はイギリスの生態学者、鳥類学者。,,
3013,デイビッド・ラック,デイビッド・ラック,デイビッド・ラック,full,生物学,NA,NA,NA,現代,1910,no,男性,イギリス,物故,デイビッド・ランバート・ラック（David Lambert Lack、1910年7月16日 - 1973年3月12日）はイギリスの生態学者、鳥類学者。,,
3014,ジミー・ウェールズ,ウェールズ,ウェールズ,family,計算機科学,NA,NA,NA,現代,1966,no,男性,アメリカ合衆国/イギリス,存命,ジミー・ドナル・ウェールズ（英語: Jimmy Donal Wales、1966年8月7日 - ）は、ウィキメディア財団の名誉理事長で、同財団が運営する百科事典,http://commons.wikimedia.org/wiki/Special:FilePath/Jimmy_Wales_with_Baby_Globe.png,https://commons.wikimedia.org/wiki/File:Jimmy_Wales_with_Baby_Globe.png
3014,ジミー・ウェールズ,ジミー・ウェールズ,ジミー・ウェールズ,full,計算機科学,NA,NA,NA,現代,1966,no,男性,アメリカ合衆国/イギリス,存命,ジミー・ドナル・ウェールズ（英語: Jimmy Donal Wales、1966年8月7日 - ）は、ウィキメディア財団の名誉理事長で、同財団が運営する百科事典,http://commons.wikimedia.org/wiki/Special:FilePath/Jimmy_Wales_with_Baby_Globe.png,https://commons.wikimedia.org/wiki/File:Jimmy_Wales_with_Baby_Globe.png
3015,ラリー・ウォール,ウォール,ウォール,family,計算機科学,NA,NA,NA,現代,1954,no,男性,アメリカ合衆国,存命,ラリー・ウォール（Larry Wall、 1954年9月27日 - ）は、プログラマ、言語学者、文筆家であり、1987年にプログラミング言語Perlを開発したこ,http://commons.wikimedia.org/wiki/Special:FilePath/Larry_Wall_YAPC_2007.jpg,https://commons.wikimedia.org/wiki/File:Larry_Wall_YAPC_2007.jpg
3015,ラリー・ウォール,ラリー・ウォール,ラリー・ウォール,full,計算機科学,NA,NA,NA,現代,1954,no,男性,アメリカ合衆国,存命,ラリー・ウォール（Larry Wall、 1954年9月27日 - ）は、プログラマ、言語学者、文筆家であり、1987年にプログラミング言語Perlを開発したこ,http://commons.wikimedia.org/wiki/Special:FilePath/Larry_Wall_YAPC_2007.jpg,https://commons.wikimedia.org/wiki/File:Larry_Wall_YAPC_2007.jpg
3016,ケント・ベック,ベック,ベック,family,計算機科学,NA,NA,NA,現代,1961,no,男性,アメリカ合衆国,存命,ケント・ベック (Kent Beck) はエクストリーム・プログラミング (XP) の考案者でアジャイルマニフェスト (Agile Manifesto) の起草,http://commons.wikimedia.org/wiki/Special:FilePath/Kent_Beck_no_Workshop_Mapping_XP.jpg,https://commons.wikimedia.org/wiki/File:Kent_Beck_no_Workshop_Mapping_XP.jpg
3016,ケント・ベック,ケント・ベック,ケント・ベック,full,計算機科学,NA,NA,NA,現代,1961,no,男性,アメリカ合衆国,存命,ケント・ベック (Kent Beck) はエクストリーム・プログラミング (XP) の考案者でアジャイルマニフェスト (Agile Manifesto) の起草,http://commons.wikimedia.org/wiki/Special:FilePath/Kent_Beck_no_Workshop_Mapping_XP.jpg,https://commons.wikimedia.org/wiki/File:Kent_Beck_no_Workshop_Mapping_XP.jpg
3017,イアン・マードック,マードック,マードック,family,計算機科学,NA,NA,NA,現代,1973,no,男性,アメリカ合衆国,物故,イアン・アシュリー・マードック（英語: Ian Ashley Murdock、1973年4月28日 - 2015年12月28日）は、ドイツ出身でアメリカ合衆国で,http://commons.wikimedia.org/wiki/Special:FilePath/Ian_Murdock_interview_at_Holiday_Club_hotel_2008_%282%29.jpg,https://commons.wikimedia.org/wiki/File:Ian_Murdock_interview_at_Holiday_Club_hotel_2008_%282%29.jpg
3017,イアン・マードック,イアン・マードック,イアン・マードック,full,計算機科学,NA,NA,NA,現代,1973,no,男性,アメリカ合衆国,物故,イアン・アシュリー・マードック（英語: Ian Ashley Murdock、1973年4月28日 - 2015年12月28日）は、ドイツ出身でアメリカ合衆国で,http://commons.wikimedia.org/wiki/Special:FilePath/Ian_Murdock_interview_at_Holiday_Club_hotel_2008_%282%29.jpg,https://commons.wikimedia.org/wiki/File:Ian_Murdock_interview_at_Holiday_Club_hotel_2008_%282%29.jpg
3018,ジェイ・フォレスター,フォレスター,フォレスター,family,計算機科学,NA,NA,NA,現代,1918,no,男性,アメリカ合衆国,物故,ジェイ・ライト・フォレスター（Jay Wright Forrester、1918年7月14日 - 2016年11月16日）はアメリカの計算機科学者、システム科学,,
3018,ジェイ・フォレスター,ジェイ・フォレスター,ジェイ・フォレスター,full,計算機科学,NA,NA,NA,現代,1918,no,男性,アメリカ合衆国,物故,ジェイ・ライト・フォレスター（Jay Wright Forrester、1918年7月14日 - 2016年11月16日）はアメリカの計算機科学者、システム科学,,
3019,マリッサ・メイヤー,メイヤー,メイヤー,family,計算機科学,NA,NA,NA,現代,1975,no,女性,アメリカ合衆国,存命,マリッサ・アン・メイヤー（Marissa Ann Mayer、1975年5月30日 - ）は、アメリカのIT業界の実業家。,http://commons.wikimedia.org/wiki/Special:FilePath/TechCrunch_SF_2013_4S2A3709_Marissa_Mayer.jpg,https://commons.wikimedia.org/wiki/File:TechCrunch_SF_2013_4S2A3709_Marissa_Mayer.jpg
3019,マリッサ・メイヤー,マリッサ・メイヤー,マリッサ・メイヤー,full,計算機科学,NA,NA,NA,現代,1975,no,女性,アメリカ合衆国,存命,マリッサ・アン・メイヤー（Marissa Ann Mayer、1975年5月30日 - ）は、アメリカのIT業界の実業家。,http://commons.wikimedia.org/wiki/Special:FilePath/TechCrunch_SF_2013_4S2A3709_Marissa_Mayer.jpg,https://commons.wikimedia.org/wiki/File:TechCrunch_SF_2013_4S2A3709_Marissa_Mayer.jpg
3020,パトリック・フォルカーディン,フォルカーディン,フォルカーディン,family,計算機科学,NA,NA,NA,現代,1966,no,男性,アメリカ合衆国,存命,パトリック・フォルカーディン（英: Patrick Volkerding、1966年10月20日 - ）は、Slackware Linuxディストリビューション,http://commons.wikimedia.org/wiki/Special:FilePath/Patrick_Volkerding_at_Linuxworld_2000_in_New_York_City.jpg,https://commons.wikimedia.org/wiki/File:Patrick_Volkerding_at_Linuxworld_2000_in_New_York_City.jpg
3020,パトリック・フォルカーディン,パトリック・フォルカーディン,パトリック・フォルカーディン,full,計算機科学,NA,NA,NA,現代,1966,no,男性,アメリカ合衆国,存命,パトリック・フォルカーディン（英: Patrick Volkerding、1966年10月20日 - ）は、Slackware Linuxディストリビューション,http://commons.wikimedia.org/wiki/Special:FilePath/Patrick_Volkerding_at_Linuxworld_2000_in_New_York_City.jpg,https://commons.wikimedia.org/wiki/File:Patrick_Volkerding_at_Linuxworld_2000_in_New_York_City.jpg
3021,ユージン・カスペルスキー,カスペルスキー,カスペルスキー,family,計算機科学,NA,NA,NA,現代,1965,no,男性,ロシア,存命,ユージン・カスペルスキー（通称英語表記：Eugene Kaspersky）または、エフゲニー・ヴァレンチノヴィチ・カスペルスキー（ロシア語: Евгений В,http://commons.wikimedia.org/wiki/Special:FilePath/Eugene_Kaspersky_Headshot.jpg,https://commons.wikimedia.org/wiki/File:Eugene_Kaspersky_Headshot.jpg
3021,ユージン・カスペルスキー,ユージン・カスペルスキー,ユージン・カスペルスキー,full,計算機科学,NA,NA,NA,現代,1965,no,男性,ロシア,存命,ユージン・カスペルスキー（通称英語表記：Eugene Kaspersky）または、エフゲニー・ヴァレンチノヴィチ・カスペルスキー（ロシア語: Евгений В,http://commons.wikimedia.org/wiki/Special:FilePath/Eugene_Kaspersky_Headshot.jpg,https://commons.wikimedia.org/wiki/File:Eugene_Kaspersky_Headshot.jpg
3022,ラリー・ペイジ,ペイジ,ペイジ,family,計算機科学,NA,NA,NA,現代,1973,no,男性,アメリカ合衆国,存命,ローレンス・エドワード・“ラリー”・ペイジ（英語: Lawrence Edward Larry Page、 1973年3月26日 - ）は、アメリカ合衆国の実業,http://commons.wikimedia.org/wiki/Special:FilePath/Larry_Page_in_the_European_Parliament%2C_17.06.2009.jpg,https://commons.wikimedia.org/wiki/File:Larry_Page_in_the_European_Parliament%2C_17.06.2009.jpg
3022,ラリー・ペイジ,ラリー・ペイジ,ラリー・ペイジ,full,計算機科学,NA,NA,NA,現代,1973,no,男性,アメリカ合衆国,存命,ローレンス・エドワード・“ラリー”・ペイジ（英語: Lawrence Edward Larry Page、 1973年3月26日 - ）は、アメリカ合衆国の実業,http://commons.wikimedia.org/wiki/Special:FilePath/Larry_Page_in_the_European_Parliament%2C_17.06.2009.jpg,https://commons.wikimedia.org/wiki/File:Larry_Page_in_the_European_Parliament%2C_17.06.2009.jpg
3023,シド・マイヤー,マイヤー,マイヤー,family,計算機科学,NA,NA,NA,現代,1954,no,男性,カナダ,存命,シド・マイヤー (Sid Meier) ことシドニー・K・マイヤー（Sidney K. Meier〈 MIRE〉、1954年2月24日 - ）は、カナダ生まれの,http://commons.wikimedia.org/wiki/Special:FilePath/Sid_Meier_2015-02-25_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Sid_Meier_2015-02-25_%28cropped%29.jpg
3023,シド・マイヤー,シド・マイヤー,シド・マイヤー,full,計算機科学,NA,NA,NA,現代,1954,no,男性,カナダ,存命,シド・マイヤー (Sid Meier) ことシドニー・K・マイヤー（Sidney K. Meier〈 MIRE〉、1954年2月24日 - ）は、カナダ生まれの,http://commons.wikimedia.org/wiki/Special:FilePath/Sid_Meier_2015-02-25_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Sid_Meier_2015-02-25_%28cropped%29.jpg
3024,エリック・シュミット,シュミット,シュミット,family,計算機科学,NA,NA,NA,現代,1955,no,男性,アメリカ合衆国,存命,エリック・エマーソン・シュミット（Eric Emerson Schmidt、 1955年4月27日 - ）はアメリカ合衆国の技術者、経営者で、Googleの元C,http://commons.wikimedia.org/wiki/Special:FilePath/Eric_E_Schmidt%2C_2005_%28looking_left%29.jpg,https://commons.wikimedia.org/wiki/File:Eric_E_Schmidt%2C_2005_%28looking_left%29.jpg
3024,エリック・シュミット,エリック・シュミット,エリック・シュミット,full,計算機科学,NA,NA,NA,現代,1955,no,男性,アメリカ合衆国,存命,エリック・エマーソン・シュミット（Eric Emerson Schmidt、 1955年4月27日 - ）はアメリカ合衆国の技術者、経営者で、Googleの元C,http://commons.wikimedia.org/wiki/Special:FilePath/Eric_E_Schmidt%2C_2005_%28looking_left%29.jpg,https://commons.wikimedia.org/wiki/File:Eric_E_Schmidt%2C_2005_%28looking_left%29.jpg
3025,ジョン・マカフィー,マカフィー,マカフィー,family,計算機科学,NA,NA,NA,現代,1945,no,男性,アメリカ合衆国/イギリス,物故,ジョン・マカフィー（John McAfee、1945年9月18日 - 2021年6月23日）は、アメリカ合衆国のコンピュータプログラマでマカフィーの創業者。,http://commons.wikimedia.org/wiki/Special:FilePath/John_McAfee_by_Gage_Skidmore.jpg,https://commons.wikimedia.org/wiki/File:John_McAfee_by_Gage_Skidmore.jpg
3025,ジョン・マカフィー,ジョン・マカフィー,ジョン・マカフィー,full,計算機科学,NA,NA,NA,現代,1945,no,男性,アメリカ合衆国/イギリス,物故,ジョン・マカフィー（John McAfee、1945年9月18日 - 2021年6月23日）は、アメリカ合衆国のコンピュータプログラマでマカフィーの創業者。,http://commons.wikimedia.org/wiki/Special:FilePath/John_McAfee_by_Gage_Skidmore.jpg,https://commons.wikimedia.org/wiki/File:John_McAfee_by_Gage_Skidmore.jpg
3026,ビル・ゲイツ,ゲイツ,ゲイツ,family,計算機科学,NA,NA,NA,現代,1955,no,男性,アメリカ合衆国,存命,ビル・ゲイツ（英語: Bill Gates）、本名：ウィリアム・ヘンリー・ゲイツ3世（英語: William Henry Gates III、1955年10月2,http://commons.wikimedia.org/wiki/Special:FilePath/Bill_Gates_at_the_European_Commission_-_2025_-_P067383-987995_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Bill_Gates_at_the_European_Commission_-_2025_-_P067383-987995_%28cropped%29.jpg
3026,ビル・ゲイツ,ビル・ゲイツ,ビル・ゲイツ,full,計算機科学,NA,NA,NA,現代,1955,no,男性,アメリカ合衆国,存命,ビル・ゲイツ（英語: Bill Gates）、本名：ウィリアム・ヘンリー・ゲイツ3世（英語: William Henry Gates III、1955年10月2,http://commons.wikimedia.org/wiki/Special:FilePath/Bill_Gates_at_the_European_Commission_-_2025_-_P067383-987995_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Bill_Gates_at_the_European_Commission_-_2025_-_P067383-987995_%28cropped%29.jpg
3027,ビャーネ・ストロヴストルップ,ストロヴストルップ,ストロヴストルップ,family,計算機科学,NA,NA,NA,現代,1950,no,男性,アメリカ合衆国/デンマーク王国,存命,ビャーネ・ストロヴストルップ（Bjarne Stroustrup、 デンマーク語発音: [ˈbjɑːnə ˈsdʁʌʊ̯ˀsdʁɔb]、1950年12月30日,http://commons.wikimedia.org/wiki/Special:FilePath/Bjarne_Stroustrup_%282013%29.jpg,https://commons.wikimedia.org/wiki/File:Bjarne_Stroustrup_%282013%29.jpg
3027,ビャーネ・ストロヴストルップ,ビャーネ・ストロヴストルップ,ビャーネ・ストロヴストルップ,full,計算機科学,NA,NA,NA,現代,1950,no,男性,アメリカ合衆国/デンマーク王国,存命,ビャーネ・ストロヴストルップ（Bjarne Stroustrup、 デンマーク語発音: [ˈbjɑːnə ˈsdʁʌʊ̯ˀsdʁɔb]、1950年12月30日,http://commons.wikimedia.org/wiki/Special:FilePath/Bjarne_Stroustrup_%282013%29.jpg,https://commons.wikimedia.org/wiki/File:Bjarne_Stroustrup_%282013%29.jpg
3028,ポール・バラン,バラン,バラン,family,計算機科学,NA,NA,NA,現代,1926,no,男性,アメリカ合衆国/ポーランド,物故,ポール・バラン（英語: Paul Baran、 1926年4月29日 - 2011年3月26日）は、アメリカ合衆国の計算機科学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Paul_Baran.jpg,https://commons.wikimedia.org/wiki/File:Paul_Baran.jpg
3028,ポール・バラン,ポール・バラン,ポール・バラン,full,計算機科学,NA,NA,NA,現代,1926,no,男性,アメリカ合衆国/ポーランド,物故,ポール・バラン（英語: Paul Baran、 1926年4月29日 - 2011年3月26日）は、アメリカ合衆国の計算機科学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Paul_Baran.jpg,https://commons.wikimedia.org/wiki/File:Paul_Baran.jpg
3029,ロバート・カイリュー,カイリュー,カイリュー,family,計算機科学,NA,NA,NA,現代,1947,no,男性,ベルギー,存命,ロバート・カイリュー（Robert Cailliau、1947年1月26日 - ）は、ベルギーの情報工学者である。,http://commons.wikimedia.org/wiki/Special:FilePath/Robert_Cailliau_-_TNW_Conference_2010_-_Day_1_%284560062693%29.jpg,https://commons.wikimedia.org/wiki/File:Robert_Cailliau_-_TNW_Conference_2010_-_Day_1_%284560062693%29.jpg
3029,ロバート・カイリュー,ロバート・カイリュー,ロバート・カイリュー,full,計算機科学,NA,NA,NA,現代,1947,no,男性,ベルギー,存命,ロバート・カイリュー（Robert Cailliau、1947年1月26日 - ）は、ベルギーの情報工学者である。,http://commons.wikimedia.org/wiki/Special:FilePath/Robert_Cailliau_-_TNW_Conference_2010_-_Day_1_%284560062693%29.jpg,https://commons.wikimedia.org/wiki/File:Robert_Cailliau_-_TNW_Conference_2010_-_Day_1_%284560062693%29.jpg
3030,マイケル・ストーンブレーカー,ストーンブレーカー,ストーンブレーカー,family,計算機科学,NA,NA,NA,現代,1943,no,男性,アメリカ合衆国,存命,マイケル・ストーンブレーカー（Michael Stonebraker、 1943年10月11日 - ）はアメリカ合衆国出身で、データベースの研究開発で知られた計,http://commons.wikimedia.org/wiki/Special:FilePath/Michael_Stonebraker_2.jpg,https://commons.wikimedia.org/wiki/File:Michael_Stonebraker_2.jpg
3030,マイケル・ストーンブレーカー,マイケル・ストーンブレーカー,マイケル・ストーンブレーカー,full,計算機科学,NA,NA,NA,現代,1943,no,男性,アメリカ合衆国,存命,マイケル・ストーンブレーカー（Michael Stonebraker、 1943年10月11日 - ）はアメリカ合衆国出身で、データベースの研究開発で知られた計,http://commons.wikimedia.org/wiki/Special:FilePath/Michael_Stonebraker_2.jpg,https://commons.wikimedia.org/wiki/File:Michael_Stonebraker_2.jpg
3031,ラリー・エリソン,エリソン,エリソン,family,計算機科学,NA,NA,NA,現代,1944,no,男性,アメリカ合衆国,存命,ローレンス・ジョセフ・エリソン（Lawrence Joseph Ellison、1944年8月17日 - ）は、データベースソフトをはじめとする大手ビジネスソフ,http://commons.wikimedia.org/wiki/Special:FilePath/Larry_Ellison_picture.png,https://commons.wikimedia.org/wiki/File:Larry_Ellison_picture.png
3031,ラリー・エリソン,ラリー・エリソン,ラリー・エリソン,full,計算機科学,NA,NA,NA,現代,1944,no,男性,アメリカ合衆国,存命,ローレンス・ジョセフ・エリソン（Lawrence Joseph Ellison、1944年8月17日 - ）は、データベースソフトをはじめとする大手ビジネスソフ,http://commons.wikimedia.org/wiki/Special:FilePath/Larry_Ellison_picture.png,https://commons.wikimedia.org/wiki/File:Larry_Ellison_picture.png
3032,宮本茂,宮本,みやもと,family,計算機科学,NA,NA,NA,現代,1952,no,男性,日本,存命,宮本 茂（みやもと しげる、1952年〈昭和27年〉11月16日 - ）は、日本のゲームプロデューサー。,http://commons.wikimedia.org/wiki/Special:FilePath/Shigeru_Miyamoto_20150610_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Shigeru_Miyamoto_20150610_%28cropped%29.jpg
3032,宮本茂,宮本茂,みやもとしげる,full,計算機科学,NA,NA,NA,現代,1952,no,男性,日本,存命,宮本 茂（みやもと しげる、1952年〈昭和27年〉11月16日 - ）は、日本のゲームプロデューサー。,http://commons.wikimedia.org/wiki/Special:FilePath/Shigeru_Miyamoto_20150610_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Shigeru_Miyamoto_20150610_%28cropped%29.jpg
3033,ダニエル・タメット,タメット,タメット,family,計算機科学,NA,NA,NA,現代,1979,no,男性,イギリス,存命,ダニエル・ポール・タメット（Daniel Paul Tammet、1979年1月31日 - ）は、イギリスのサヴァン症候群の人物。,http://commons.wikimedia.org/wiki/Special:FilePath/Daniel_Tammet_Paris_portrait.jpg,https://commons.wikimedia.org/wiki/File:Daniel_Tammet_Paris_portrait.jpg
3033,ダニエル・タメット,ダニエル・タメット,ダニエル・タメット,full,計算機科学,NA,NA,NA,現代,1979,no,男性,イギリス,存命,ダニエル・ポール・タメット（Daniel Paul Tammet、1979年1月31日 - ）は、イギリスのサヴァン症候群の人物。,http://commons.wikimedia.org/wiki/Special:FilePath/Daniel_Tammet_Paris_portrait.jpg,https://commons.wikimedia.org/wiki/File:Daniel_Tammet_Paris_portrait.jpg
3034,ラリー・サンガー,サンガー,サンガー,family,計算機科学,NA,NA,NA,現代,1968,no,男性,アメリカ合衆国,存命,ローレンス・マーク・サンガー（英語: Lawrence Mark Sanger、1968年7月16日 - ）は、アメリカ合衆国の哲学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Larry-Sanger-headshot-768x1024.jpg,https://commons.wikimedia.org/wiki/File:Larry-Sanger-headshot-768x1024.jpg
