id,original,surface,pronunciation
7044,東免田,東免田,ひがしめんだ
7045,東森,東森,ひがしもり
7046,東毛呂,東毛呂,ひがしもろ
7047,東門前,東門前,ひがしもんぜん
7048,東八尾,東八尾,ひがしやつお
7049,東山,東山,ひがしやま
7050,東山,東山,ひがしやま
7051,東山,東山,ひがしやま
7052,東山,東山,ひがしやま
7053,東山北,東山北,ひがしやまきた
7054,東山公園,東山公園,ひがしやまこうえん
7055,東山公園,東山公園,ひがしやまこうえん
7056,東山代,東山代,ひがしやましろ
7057,東山田,東山田,ひがしやまた
7058,東大和市,東大和市,ひがしやまとし
7059,東山梨,東山梨,ひがしやまなし
7060,東矢本,東矢本,ひがしやもと
7061,東結城,東結城,ひがしゆうき
7062,東横田,東横田,ひがしよこた
7063,東淀川,東淀川,ひがしよどがわ
7064,東林間,東林間,ひがしりんかん
7065,東六線,東六線,ひがしろくせん
7066,東鷲宮,東鷲宮,ひがしわしのみや
7067,干潟,干潟,ひがた
7068,光,光,ひかり
7069,光が丘,光が丘,ひかりがおか
7070,光の森,光の森,ひかりのもり
7071,氷川台,氷川台,ひかわだい
7072,引治,引治,ひきじ
7073,曳舟,曳舟,ひきふね
7074,蟇目,蟇目,ひきめ
7075,日切,日切,ひぎり
7076,ひぐち,ひぐち,ひぐち
7077,樋口,樋口,ひぐち
7078,曳馬,曳馬,ひくま
7079,引田,引田,ひけた
7080,肥後伊倉,肥後伊倉,ひごいくら
7081,肥後大津,肥後大津,ひごおおづ
7082,肥後高田,肥後高田,ひごこうだ
7083,彦崎,彦崎,ひこさき
7084,彦山,彦山,ひこさん
7085,樋越,樋越,ひごし
7086,肥後田浦,肥後田浦,ひごたのうら
7087,肥後長浜,肥後長浜,ひごながはま
7088,肥後西村,肥後西村,ひごにしのむら
7089,彦根,彦根,ひこね
7090,彦根口,彦根口,ひこねぐち
7091,ひこね芹川,ひこね芹川,ひこねせりかわ
7092,肥後橋,肥後橋,ひごばし
7093,肥後二見,肥後二見,ひごふたみ
7094,久居,久居,ひさい
7095,久ノ浜,久ノ浜,ひさのはま
7096,久屋大通,久屋大通,ひさやおおどおり
7097,日出,日出,ひじ
7098,比地大,比地大,ひじだい
7099,比島,比島,ひしま
7100,比治山下,比治山下,ひじやました
7101,比治山橋,比治山橋,ひじやまばし
7102,毘沙門,毘沙門,びしゃもん
7103,毘沙門台,毘沙門台,びしゃもんだい
7104,美術館図書館前,美術館図書館前,びじゅつかんとしょかんまえ
7105,美章園,美章園,びしょうえん
7106,美女平,美女平,びじょだいら
7107,聖高原,聖高原,ひじりこうげん
7108,日代,日代,ひしろ
7109,肥前旭,肥前旭,ひぜんあさひ
7110,肥前飯田,肥前飯田,ひぜんいいだ
7111,備前一宮,備前一宮,びぜんいちのみや
7112,肥前大浦,肥前大浦,ひぜんおおうら
7113,肥前鹿島,肥前鹿島,ひぜんかしま
7114,備前片岡,備前片岡,びぜんかたおか
7115,備前片上,備前片上,びぜんかたかみ
7116,肥前久保,肥前久保,ひぜんくぼ
7117,肥前古賀,肥前古賀,ひぜんこが
7118,肥前白石,肥前白石,ひぜんしろいし
7119,備前田井,備前田井,びぜんたい
7120,肥前長田,肥前長田,ひぜんながた
7121,肥前長野,肥前長野,ひぜんながの
7122,肥前七浦,肥前七浦,ひぜんななうら
7123,備前西市,備前西市,びぜんにしいち
7124,肥前浜,肥前浜,ひぜんはま
7125,備前原,備前原,びぜんはら
7126,備前福河,備前福河,びぜんふくかわ
7127,肥前麓,肥前麓,ひぜんふもと
7128,備前三門,備前三門,びぜんみかど
7129,肥前山口,肥前山口,ひぜんやまぐち
7130,肥前竜王,肥前竜王,ひぜんりゅうおう
7131,日田,日田,ひた
7132,飛騨一ノ宮,飛騨一ノ宮,ひだいちのみや
7133,飛騨小坂,飛騨小坂,ひだおさか
7134,日高東別,日高東別,ひだかとうべつ
7135,飛騨金山,飛騨金山,ひだかなやま
7136,日高幌別,日高幌別,ひだかほろべつ
7137,日高三石,日高三石,ひだかみついし
7138,日高門別,日高門別,ひだかもんべつ
7139,飛騨国府,飛騨国府,ひだこくふ
7140,日立,日立,ひたち
7141,常陸青柳,常陸青柳,ひたちあおやぎ
7142,常陸太田,常陸太田,ひたちおおた
7143,常陸大宮,常陸大宮,ひたちおおみや
7144,常陸鴻巣,常陸鴻巣,ひたちこうのす
7145,常陸大子,常陸大子,ひたちだいご
7146,常陸多賀,常陸多賀,ひたちたが
7147,常陸津田,常陸津田,ひたちつだ
7148,比立内,比立内,ひたちない
7149,ひたち野うしく,ひたち野うしく,ひたちのうしく
7150,飛騨萩原,飛騨萩原,ひだはぎわら
7151,飛騨古川,飛騨古川,ひだふるかわ
7152,飛騨細江,飛騨細江,ひだほそえ
7153,飛騨宮田,飛騨宮田,ひだみやだ
7154,左石,左石,ひだりいし
7155,左堰,左堰,ひだりせき
7156,比津,比津,ひつ
7157,備中川面,備中川面,びっちゅうかわも
7158,備中呉妹,備中呉妹,びっちゅうくれせ
7159,備中神代,備中神代,びっちゅうこうじろ
7160,備中高梁,備中高梁,びっちゅうたかはし
7161,備中高松,備中高松,びっちゅうたかまつ
7162,備中広瀬,備中広瀬,びっちゅうひろせ
7163,備中箕島,備中箕島,びっちゅうみしま
7164,比布,比布,ぴっぷ
7165,日詰,日詰,ひづめ
7166,日出塩,日出塩,ひでしお
7167,日出谷,日出谷,ひでや
7168,比土,比土,ひど
7169,一日市場,一日市場,ひといちば
7170,一ツ木,一ツ木,ひとつぎ
7171,一橋学園,一橋学園,ひとつばしがくえん
7172,人丸,人丸,ひとまる
7173,人丸前,人丸前,ひとまるまえ
7174,人見,人見,ひとみ
7175,人吉,人吉,ひとよし
7176,人吉温泉,人吉温泉,ひとよしおんせん
7177,比奈,比奈,ひな
7178,日長,日長,ひなが
7179,日永,日永,ひなが
7180,日奈久温泉,日奈久温泉,ひなぐおんせん
7181,日生,日生,ひなせ
7182,日当,日当,ひなた
7183,日当山,日当山,ひなたやま
7184,日向和田,日向和田,ひなたわだ
7185,涸沼,涸沼,ひぬま
7186,日根野,日根野,ひねの
7187,日野,日野,ひの
7188,日野,日野,ひの
7189,日野,日野,ひの
7190,日の出,日の出,ひので
7191,日ノ出町,日ノ出町,ひのでちょう
7192,日野春,日野春,ひのはる
7193,日登,日登,ひのぼり
7194,日御子,日御子,ひのみこ
7195,美唄,美唄,びばい
7196,美馬牛,美馬牛,びばうし
7197,比婆山,比婆山,ひばやま
7198,ひばりが丘,ひばりが丘,ひばりがおか
7199,ひばりヶ丘,ひばりヶ丘,ひばりがおか
7200,雲雀丘花屋敷,雲雀丘花屋敷,ひばりがおかはなやしき
7201,美々,美々,びび
7202,日比野,日比野,ひびの
7203,日比野,日比野,ひびの
7204,日比谷,日比谷,ひびや
7205,美深,美深,びふか
7206,美幌,美幌,びほろ
7207,氷見,氷見,ひみ
7208,姫,姫,ひめ
7209,姫川,姫川,ひめかわ
7210,姫川,姫川,ひめかわ
7211,姫路,姫路,ひめじ
7212,ひめじ別所,ひめじ別所,ひめじべっしょ
7213,姫島,姫島,ひめじま
7214,姫松,姫松,ひめまつ
7215,姫宮,姫宮,ひめみや
7216,日向,日向,ひゅうが
7217,日向大束,日向大束,ひゅうがおおつか
7218,日向北方,日向北方,ひゅうがきたかた
7219,日向沓掛,日向沓掛,ひゅうがくつかけ
7220,日向市,日向市,ひゅうがし
7221,日向庄内,日向庄内,ひゅうがしょうない
7222,日向新富,日向新富,ひゅうがしんとみ
7223,日向住吉,日向住吉,ひゅうがすみよし
7224,日向長井,日向長井,ひゅうがながい
7225,日向前田,日向前田,ひゅうがまえだ
7226,表木山,表木山,ひょうきやま
7227,兵庫,兵庫,ひょうご
7228,瓢箪山,瓢箪山,ひょうたんやま
7229,瓢箪山,瓢箪山,ひょうたんやま
7230,屏風浦,屏風浦,びょうぶがうら
7231,日吉,日吉,ひよし
7232,日吉,日吉,ひよし
7233,日吉町,日吉町,ひよしちょう
7234,日吉本町,日吉本町,ひよしほんちょう
7235,鵯越,鵯越,ひよどりごえ
7236,比良,比良,ひら
7237,比良,比良,ひら
7238,平井,平井,ひらい
7239,平井,平井,ひらい
7240,平石,平石,ひらいし
7241,平泉,平泉,ひらいずみ
7242,平磯,平磯,ひらいそ
7243,平岩,平岩,ひらいわ
7244,平岡,平岡,ひらおか
7245,枚岡,枚岡,ひらおか
7246,平賀,平賀,ひらか
7247,枚方公園,枚方公園,ひらかたこうえん
7248,枚方市,枚方市,ひらかたし
7249,平川,平川,ひらかわ
7250,開,開,ひらき
7251,平木,平木,ひらぎ
7252,平岸,平岸,ひらぎし
7253,平岸,平岸,ひらぎし
7254,平木田,平木田,ひらきだ
7255,平倉,平倉,ひらくら
7256,平子,平子,ひらこ
7257,平田,平田,ひらた
7258,平田,平田,ひらた
7259,平田,平田,ひらた
7260,平滝,平滝,ひらたき
7261,平田町,平田町,ひらたちょう
7262,平塚,平塚,ひらつか
7263,平津戸,平津戸,ひらつと
7264,平戸橋,平戸橋,ひらとばし
7265,平内,平内,ひらない
7266,平沼橋,平沼橋,ひらぬまばし
7267,平野,平野,ひらの
7268,平野,平野,ひらの
7269,平野,平野,ひらの
7270,平野,平野,ひらの
7271,平端,平端,ひらはた
7272,平林,平林,ひらばやし
7273,平林,平林,ひらばやし
7274,平原,平原,ひらはら
7275,平針,平針,ひらばり
7276,比羅夫,比羅夫,ひらふ
7277,平福,平福,ひらふく
7278,平間,平間,ひらま
7279,平松,平松,ひらまつ
7280,平山,平山,ひらやま
7281,平山城址公園,平山城址公園,ひらやまじょうしこうえん
7282,ひらんだ,ひらんだ,ひらんだ
7283,美留和,美留和,びるわ
7284,鰭ヶ崎,鰭ヶ崎,ひれがさき
7285,広,広,ひろ
7286,広尾,広尾,ひろお
7287,広丘,広丘,ひろおか
7288,広川ビーチ,広川ビーチ,ひろかわびーち
7289,広木,広木,ひろき
7290,広小路,広小路,ひろこうじ
7291,広小路,広小路,ひろこうじ
7292,弘高下,弘高下,ひろこうした
7293,広神戸,広神戸,ひろごうど
7294,弘前,弘前,ひろさき
7295,弘前学院大前,弘前学院大前,ひろさきがくいんだいまえ
7296,弘前東高前,弘前東高前,ひろさきひがしこうまえ
7297,広島,広島,ひろしま
7298,広島駅,広島駅,ひろしまえき
7299,広島港,広島港,ひろしまこう
7300,広瀬通,広瀬通,ひろせどおり
7301,ひろせ野鳥の森,ひろせ野鳥の森,ひろせやちょうのもり
7302,広田,広田,ひろた
7303,広大附属学校前,広大附属学校前,ひろだいふぞくがっこうまえ
7304,広電阿品,広電阿品,ひろでんあじな
7305,広電五日市,広電五日市,ひろでんいつかいち
7306,広電西広島,広電西広島,ひろでんにしひろしま
7307,広電廿日市,広電廿日市,ひろでんはつかいち
7308,広電本社前,広電本社前,ひろでんほんしゃまえ
7309,広電宮島口,広電宮島口,ひろでんみやじまぐち
7310,広戸,広戸,ひろと
7311,広野,広野,ひろの
7312,広野,広野,ひろの
7313,広野ゴルフ場前,広野ゴルフ場前,ひろのごるふじょうまえ
7314,広畑,広畑,ひろはた
7315,広原,広原,ひろわら
7316,日羽,日羽,ひわ
7317,日和佐,日和佐,ひわさ
7318,枇杷島,枇杷島,びわじま
7319,日和田,日和田,ひわだ
7320,備後赤坂,備後赤坂,びんごあかさか
7321,備後落合,備後落合,びんごおちあい
7322,備後西城,備後西城,びんごさいじょう
7323,備後庄原,備後庄原,びんごしょうばら
7324,備後本庄,備後本庄,びんごほんじょう
7325,備後三川,備後三川,びんごみかわ
7326,備後三日市,備後三日市,びんごみっかいち
7327,備後安田,備後安田,びんごやすだ
7328,備後矢野,備後矢野,びんごやの
7329,備後八幡,備後八幡,びんごやわた
7330,ファミリー公園前,ファミリー公園前,ふぁみりーこうえんまえ
7331,風連,風連,ふうれん
7332,フェリーターミナル,フェリーターミナル,ふぇりーたーみなる
7333,深井,深井,ふかい
7334,深浦,深浦,ふかうら
7335,深江,深江,ふかえ
7336,深江橋,深江橋,ふかえばし
7337,深川,深川,ふかがわ
7338,深草,深草,ふかくさ
7339,深田,深田,ふかた
7340,深戸,深戸,ふかど
7341,深堀町,深堀町,ふかぼりちょう
7342,深溝,深溝,ふかみぞ
7343,深谷,深谷,ふかや
7344,富貴,富貴,ふき
7345,吹上,吹上,ふきあげ
7346,吹上,吹上,ふきあげ
7347,福,福,ふく
7348,福居,福居,ふくい
7349,福井,福井,ふくい
7350,福井,福井,ふくい
7351,福井駅前,福井駅前,ふくいえきまえ
7352,福井口,福井口,ふくいぐち
7353,福浦,福浦,ふくうら
7354,福江,福江,ふくえ
7355,福岡,福岡,ふくおか
7356,福岡空港,福岡空港,ふくおかくうこう
7357,福音寺,福音寺,ふくおんじ
7358,福神,福神,ふくがみ
7359,福川,福川,ふくがわ
7360,福崎,福崎,ふくさき
7361,福島,福島,ふくしま
7362,福島,福島,ふくしま
7363,福島,福島,ふくしま
7364,福島今町,福島今町,ふくしまいままち
7365,福島学院前,福島学院前,ふくしまがくいんまえ
7366,福島口,福島口,ふくしまぐち
7367,福島高松,福島高松,ふくしまたかまつ
7368,福島町,福島町,ふくしまちょう
7369,福住,福住,ふくずみ
7370,福大前,福大前,ふくだいまえ
7371,福大前西福井,福大前西福井,ふくだいまえにしふくい
7372,福田町,福田町,ふくだまち
7373,福俵,福俵,ふくたわら
7374,福地,福地,ふくち
7375,福知山,福知山,ふくちやま
7376,福野,福野,ふくの
7377,福野,福野,ふくの
7378,福原,福原,ふくはら
7379,福部,福部,ふくべ
7380,福間,福間,ふくま
7381,福光,福光,ふくみつ
7382,福山,福山,ふくやま
7383,福用,福用,ふくよう
7384,福吉,福吉,ふくよし
7385,吹浦,吹浦,ふくら
7386,袋,袋,ふくろ
7387,袋井,袋井,ふくろい
7388,袋倉,袋倉,ふくろぐら
7389,袋田,袋田,ふくろだ
7390,袋町,袋町,ふくろまち
7391,福渡,福渡,ふくわたり
7392,深日港,深日港,ふけこう
7393,深日町,深日町,ふけちょう
7394,深郷田,深郷田,ふこうだ
7395,布佐,布佐,ふさ
7396,房前,房前,ふさざき
7397,総元,総元,ふさもと
7398,富士,富士,ふじ
7399,仏子,仏子,ぶし
7400,藤井,藤井,ふじい
7401,藤井寺,藤井寺,ふじいでら
7402,藤江,藤江,ふじえ
7403,藤枝,藤枝,ふじえだ
7404,藤岡,藤岡,ふじおか
7405,富士岡,富士岡,ふじおか
7406,藤が丘,藤が丘,ふじがおか
7407,藤が丘,藤が丘,ふじがおか
7408,富士川,富士川,ふじかわ
7409,藤川,藤川,ふじかわ
7410,伏木,伏木,ふしき
7411,富士急ハイランド,富士急ハイランド,ふじきゅうはいらんど
7412,不二越,不二越,ふじこし
7413,藤阪,藤阪,ふじさか
7414,藤崎,藤崎,ふじさき
7415,藤崎,藤崎,ふじさき
7416,藤崎宮前,藤崎宮前,ふじさきぐうまえ
7417,藤沢,藤沢,ふじさわ
7418,藤沢本町,藤沢本町,ふじさわほんまち
7419,富士山,富士山,ふじさん
7420,藤島,藤島,ふじしま
7421,藤代,藤代,ふじしろ
7422,藤田,藤田,ふじた
7423,藤棚,藤棚,ふじたな
7424,フジテック前,フジテック前,ふじてっくまえ
7425,藤浪,藤浪,ふじなみ
7426,藤並,藤並,ふじなみ
7427,藤根,藤根,ふじね
7428,富士根,富士根,ふじね
7429,藤野,藤野,ふじの
7430,藤の牛島,藤の牛島,ふじのうしじま
7431,藤ノ木,藤ノ木,ふじのき
7432,富士宮,富士宮,ふじのみや
7433,藤森,藤森,ふじのもり
7434,富士フイルム前,富士フイルム前,ふじふいるむまえ
7435,富士松,富士松,ふじまつ
7436,伏見,伏見,ふしみ
7437,伏見,伏見,ふしみ
7438,富士見,富士見,ふじみ
7439,伏見稲荷,伏見稲荷,ふしみいなり
7440,富士見ヶ丘,富士見ヶ丘,ふじみがおか
7441,富士見台,富士見台,ふじみだい
7442,富士見町,富士見町,ふじみちょう
7443,富士見町,富士見町,ふじみちょう
7444,ふじみ野,ふじみ野,ふじみの
7445,伏見桃山,伏見桃山,ふしみももやま
7446,伏屋,伏屋,ふしや
7447,藤山,藤山,ふじやま
7448,富士山下,富士山下,ふじやました
7449,藤生,藤生,ふじゅう
7450,武州荒木,武州荒木,ぶしゅうあらき
7451,武州唐沢,武州唐沢,ぶしゅうからさわ
7452,武州中川,武州中川,ぶしゅうなかがわ
7453,武州長瀬,武州長瀬,ぶしゅうながせ
7454,武州日野,武州日野,ぶしゅうひの
7455,布施,布施,ふせ
7456,豊前大熊,豊前大熊,ぶぜんおおくま
7457,豊前川崎,豊前川崎,ぶぜんかわさき
7458,豊前松江,豊前松江,ぶぜんしょうえ
7459,豊前善光寺,豊前善光寺,ぶぜんぜんこうじ
7460,豊前長洲,豊前長洲,ぶぜんながす
7461,豊前桝田,豊前桝田,ぶぜんますだ
7462,扶桑,扶桑,ふそう
7463,附属中学前,附属中学前,ふぞくちゅうがくまえ
7464,布田,布田,ふだ
7465,普代,普代,ふだい
7466,双岩,双岩,ふたいわ
7467,二川,二川,ふたがわ
7468,札木,札木,ふだぎ
7469,二子,二子,ふたご
7470,二子新地,二子新地,ふたこしんち
7471,二子玉川,二子玉川,ふたこたまがわ
7472,二島,二島,ふたじま
7473,二田,二田,ふただ
7474,二ツ井,二ツ井,ふたつい
7475,二ツ杁,二ツ杁,ふたついり
7476,二塚,二塚,ふたつか
7477,二名,二名,ふたな
7478,双葉,双葉,ふたば
7479,二股,二股,ふたまた
7480,二俣,二俣,ふたまた
7481,二俣尾,二俣尾,ふたまたお
7482,二俣川,二俣川,ふたまたがわ
7483,二俣新町,二俣新町,ふたまたしんまち
7484,二俣本町,二俣本町,ふたまたほんまち
7485,二見浦,二見浦,ふたみのうら
7486,二和向台,二和向台,ふたわむこうだい
7487,淵垣,淵垣,ふちがき
7488,渕高,渕高,ふちだか
7489,淵野辺,淵野辺,ふちのべ
7490,府中,府中,ふちゅう
7491,府中,府中,ふちゅう
7492,府中,府中,ふちゅう
7493,婦中鵜坂,婦中鵜坂,ふちゅううさか
7494,府中競馬正門前,府中競馬正門前,ふちゅうけいばせいもんまえ
7495,府中本町,府中本町,ふちゅうほんまち
7496,二日市,二日市,ふつかいち
7497,福工大前,福工大前,ふっこうだいまえ
7498,吹越,吹越,ふっこし
7499,福生,福生,ふっさ
7500,仏生山,仏生山,ぶっしょうざん
7501,富戸,富戸,ふと
7502,不動院前,不動院前,ふどういんまえ
7503,不動の沢,不動の沢,ふどうのさわ
7504,不動前,不動前,ふどうまえ
7505,太海,太海,ふとみ
7506,舟入川口町,舟入川口町,ふないりかわぐちちょう
7507,舟入幸町,舟入幸町,ふないりさいわいちょう
7508,舟入本町,舟入本町,ふないりほんまち
7509,舟入町,舟入町,ふないりまち
7510,舟入南町,舟入南町,ふないりみなみまち
7511,船尾,船尾,ふなお
7512,船尾,船尾,ふなお
7513,船岡,船岡,ふなおか
7514,船岡,船岡,ふなおか
7515,舟形,舟形,ふながた
7516,船越,船越,ふなこし
7517,船佐,船佐,ふなさ
7518,船津,船津,ふなつ
7519,船津,船津,ふなつ
7520,船戸,船戸,ふなと
7521,舟戸,舟戸,ふなと
7522,船橋,船橋,ふなばし
7523,船橋競馬場,船橋競馬場,ふなばしけいばじょう
7524,船橋日大前,船橋日大前,ふなばしにちだいまえ
7525,船橋法典,船橋法典,ふなばしほうてん
7526,船平山,船平山,ふなひらやま
7527,船堀,船堀,ふなぼり
7528,船町,船町,ふなまち
7529,船町口,船町口,ふなまちぐち
7530,船の科学館,船の科学館,ふねのかがくかん
7531,船引,船引,ふねひき
7532,分倍河原,分倍河原,ぶばいがわら
7533,文挟,文挟,ふばさみ
7534,文の里,文の里,ふみのさと
7535,府屋,府屋,ふや
7536,富良野,富良野,ふらの
7537,フラワータウン,フラワータウン,ふらわーたうん
7538,フルーツパーク,フルーツパーク,ふるーつぱーく
7539,古市,古市,ふるいち
7540,古市,古市,ふるいち
7541,古市,古市,ふるいち
7542,古市橋,古市橋,ふるいちばし
7543,古江,古江,ふるえ
7544,古川,古川,ふるかわ
7545,古川橋,古川橋,ふるかわばし
7546,古口,古口,ふるくち
7547,古国府,古国府,ふるごう
7548,ふるさと公園,ふるさと公園,ふるさとこうえん
7549,古山,古山,ふるさん
7550,古島,古島,ふるじま
7551,古庄,古庄,ふるしょう
7552,古瀬,古瀬,ふるせ
7553,古高松,古高松,ふるたかまつ
7554,古高松南,古高松南,ふるたかまつみなみ
7555,古館,古館,ふるだて
7556,古津,古津,ふるつ
7557,古間,古間,ふるま
7558,ふれあい生力,ふれあい生力,ふれあいしょうりき
7559,不破一色,不破一色,ふわいしき
7560,文化の森,文化の森,ぶんかのもり
7561,豊後荻,豊後荻,ぶんごおぎ
7562,豊後清川,豊後清川,ぶんごきよかわ
7563,豊後国分,豊後国分,ぶんごこくぶ
7564,豊後竹田,豊後竹田,ぶんごたけた
7565,豊後豊岡,豊後豊岡,ぶんごとよおか
7566,豊後中川,豊後中川,ぶんごなかがわ
7567,豊後中村,豊後中村,ぶんごなかむら
7568,豊後三芳,豊後三芳,ぶんごみよし
7569,豊後森,豊後森,ぶんごもり
7570,分水,分水,ぶんすい
7571,平安通,平安通,へいあんどおり
7572,ベイサイド・ステーション,ベイサイド・ステーション,べいさいど・すてーしょん
7573,平城,平城,へいじょう
7574,平成,平成,へいせい
7575,平田,平田,へいた
7576,平津,平津,へいづ
7577,平和,平和,へいわ
7578,平和島,平和島,へいわじま
7579,平和台,平和台,へいわだい
7580,平和台,平和台,へいわだい
7581,平和通,平和通,へいわどおり
7582,平和通一丁目,平和通一丁目,へいわどおりいっちょうめ
7583,辺川,辺川,へがわ
7584,碧海古井,碧海古井,へきかいふるい
7585,碧南,碧南,へきなん
7586,碧南中央,碧南中央,へきなんちゅうおう
7587,平群,平群,へぐり
7588,戸坂,戸坂,へさか
7589,戸田,戸田,へた
7590,別院前,別院前,べついんまえ
7591,別所,別所,べっしょ
7592,別所温泉,別所温泉,べっしょおんせん
7593,別当賀,別当賀,べっとが
7594,別府,別府,べっぷ
7595,別府大学,別府大学,べっぷだいがく
7596,別保,別保,べっぽ
7597,艫作,艫作,へなし
7598,蛇田,蛇田,へびた
7599,別府,別府,べふ
7600,別府,別府,べふ
7601,逸見,逸見,へみ
7602,ベル前,ベル前,べるまえ
7603,弁天島,弁天島,べんてんじま
7604,弁天町,弁天町,べんてんちょう
7605,弁天橋,弁天橋,べんてんばし
7606,ポートターミナル,ポートターミナル,ぽーとたーみなる
7607,ポートタウン西,ポートタウン西,ぽーとたうんにし
7608,ポートタウン東,ポートタウン東,ぽーとたうんひがし
7609,蓬栄,蓬栄,ほうえい
7610,宝永町,宝永町,ほうえいちょう
7611,貿易センター,貿易センター,ぼうえきせんたー
7612,法界院,法界院,ほうかいいん
7613,宝木,宝木,ほうぎ
7614,伯耆大山,伯耆大山,ほうきだいせん
7615,伯耆溝口,伯耆溝口,ほうきみぞぐち
7616,方谷,方谷,ほうこく
7617,宝山寺,宝山寺,ほうざんじ
7618,宝積寺,宝積寺,ほうしゃくじ
7619,宝珠山,宝珠山,ほうしゅやま
7620,坊城,坊城,ぼうじょう
7621,北条町,北条町,ほうじょうまち
7622,豊水すすきの,豊水すすきの,ほうすいすすきの
7623,法善寺,法善寺,ほうぜんじ
7624,祝園,祝園,ほうその
7625,宝達,宝達,ほうだつ
7626,宝殿,宝殿,ほうでん
7627,方南町,方南町,ほうなんちょう
7628,防府,防府,ほうふ
7629,保谷,保谷,ほうや
7630,蓬莱,蓬莱,ほうらい
7631,宝来町,宝来町,ほうらいちょう
7632,法隆寺,法隆寺,ほうりゅうじ
7633,北星,北星,ほくせい
7634,北勢中央公園口,北勢中央公園口,ほくせいちゅうおうこうえんぐち
7635,北鉄金沢,北鉄金沢,ほくてつかなざわ
7636,北濃,北濃,ほくのう
7637,ほくほく大島,ほくほく大島,ほくほくおおしま
7638,母恋,母恋,ぼこい
7639,糒,糒,ほしい
7640,星置,星置,ほしおき
7641,星ヶ丘,星ヶ丘,ほしがおか
7642,星ヶ丘,星ヶ丘,ほしがおか
7643,星川,星川,ほしかわ
7644,星川,星川,ほしかわ
7645,星田,星田,ほしだ
7646,ほしみ,ほしみ,ほしみ
7647,布施屋,布施屋,ほしや
7648,上枝,上枝,ほずえ
7649,細井川,細井川,ほそいがわ
7650,細浦,細浦,ほそうら
7651,細岡,細岡,ほそおか
7652,細野,細野,ほその
7653,細畑,細畑,ほそばた
7654,細谷,細谷,ほそや
7655,細谷,細谷,ほそや
7656,細呂木,細呂木,ほそろぎ
7657,保田,保田,ほた
7658,保田,保田,ほた
7659,穂高,穂高,ほたか
7660,蛍池,蛍池,ほたるがいけ
7661,螢田,螢田,ほたるだ
7662,蛍茶屋,蛍茶屋,ほたるぢゃや
7663,蛍橋,蛍橋,ほたるばし
7664,北海道医療大学,北海道医療大学,ほっかいどういりょうだいがく
7665,保津峡,保津峡,ほづきょう
7666,法華口,法華口,ほっけぐち
7667,発坂,発坂,ほっさか
7668,ほっとゆだ,ほっとゆだ,ほっとゆだ
7669,穂積,穂積,ほづみ
7670,布袋,布袋,ほてい
7671,保土ヶ谷,保土ヶ谷,ほどがや
7672,程久保,程久保,ほどくぼ
7673,保内,保内,ほない
7674,保原,保原,ほばら
7675,保々,保々,ほぼ
7676,保見,保見,ほみ
7677,堀内公園,堀内公園,ほりうちこうえん
7678,堀江,堀江,ほりえ
7679,堀川,堀川,ほりかわ
7680,堀川小泉,堀川小泉,ほりかわこいずみ
7681,堀川町,堀川町,ほりかわちょう
7682,堀切,堀切,ほりきり
7683,堀切菖蒲園,堀切菖蒲園,ほりきりしょうぶえん
7684,堀米,堀米,ほりごめ
7685,堀田,堀田,ほりた
7686,堀田,堀田,ほりた
7687,堀詰,堀詰,ほりづめ
7688,堀内,堀内,ほりない
7689,堀ノ内,堀ノ内,ほりのうち
7690,甫嶺,甫嶺,ほれい
7691,幌糠,幌糠,ほろぬか
7692,幌延,幌延,ほろのべ
7693,幌平橋,幌平橋,ほろひらばし
7694,幌別,幌別,ほろべつ
7695,幌向,幌向,ほろむい
7696,本厚木,本厚木,ほんあつぎ
7697,本諫早,本諫早,ほんいさはや
7698,本石倉,本石倉,ほんいしくら
7699,本川越,本川越,ほんかわごえ
7700,本川内,本川内,ほんかわち
7701,本川町,本川町,ほんかわちょう
7702,本桐,本桐,ほんきり
7703,本宮,本宮,ほんぐう
7704,本鵠沼,本鵠沼,ほんくげぬま
7705,本黒田,本黒田,ほんくろだ
7706,本郷,本郷,ほんごう
7707,本郷,本郷,ほんごう
7708,本郷,本郷,ほんごう
7709,本郷,本郷,ほんごう
7710,本郷三丁目,本郷三丁目,ほんごうさんちょうめ
7711,本郷台,本郷台,ほんごうだい
7712,本駒込,本駒込,ほんこまごめ
7713,本塩釜,本塩釜,ほんしおがま
7714,本所吾妻橋,本所吾妻橋,ほんじょあづまばし
7715,本庄,本庄,ほんじょう
7716,本荘,本荘,ほんじょう
7717,本城,本城,ほんじょう
7718,本庄早稲田,本庄早稲田,ほんじょうわせだ
7719,本陣,本陣,ほんじん
7720,誉田,誉田,ほんだ
7721,本竜野,本竜野,ほんたつの
7722,本千葉,本千葉,ほんちば
7723,本津幡,本津幡,ほんつばた
7724,本通,本通,ほんどおり
7725,本名,本名,ほんな
7726,本長篠,本長篠,ほんながしの
7727,本中野,本中野,ほんなかの
7728,本納,本納,ほんのう
7729,本八戸,本八戸,ほんはちのへ
7730,本俣賀,本俣賀,ほんまたが
7731,本町,本町,ほんまち
7732,本町三丁目,本町三丁目,ほんまちさんちょうめ
7733,本町五丁目,本町五丁目,ほんまちごちょうめ
7734,本町通り,本町通り,ほんまちどおり
7735,本町四丁目,本町四丁目,ほんまちよんちょうめ
7736,本町六丁目,本町六丁目,ほんまちろくちょうめ
