id,original,surface,pronunciation,type,org,debut_year,status
567,大和田南那,大和田南那,オオワダナナ,full,NA,2013,current
568,大園桃子,大園,オオゾノ,family,乃木坂46,NA,current
568,大園桃子,桃子,モモコ,given,乃木坂46,NA,current
568,大園桃子,大園桃子,オオゾノモモコ,full,乃木坂46,NA,current
569,大塚びる,大塚,オオツカ,family,NA,NA,current
569,大塚びる,びる,ビル,given,NA,NA,current
569,大塚びる,大塚びる,オオツカビル,full,NA,NA,current
570,大川泰雅,大川,オオカワ,family,NA,NA,current
570,大川泰雅,泰雅,タイガ,given,NA,NA,current
570,大川泰雅,大川泰雅,オオカワタイガ,full,NA,NA,current
571,大松絵美,大松,オオマツ,family,NA,NA,current
571,大松絵美,絵美,エミ,given,NA,NA,current
571,大松絵美,大松絵美,オオマツエミ,full,NA,NA,current
572,大西玲央,大西,オオニシ,family,NA,NA,current
572,大西玲央,玲央,レオ,given,NA,NA,current
572,大西玲央,大西玲央,オオニシレオ,full,NA,NA,current
573,大貫詩織,大貫,オオヌキ,family,NA,NA,current
573,大貫詩織,詩織,シオリ,given,NA,NA,current
573,大貫詩織,大貫詩織,オオヌキシオリ,full,NA,NA,current
574,天使もえ,天使,アマツカ,family,NA,2014,current
574,天使もえ,もえ,モエ,given,NA,2014,current
574,天使もえ,天使もえ,アマツカモエ,full,NA,2014,current
575,天城サリー,天城サリー,アマキサリー,full,22/7,2017,current
576,天津いちは,天津,アマツ,family,NA,NA,current
576,天津いちは,いちは,イチハ,given,NA,NA,current
576,天津いちは,天津いちは,アマツイチハ,full,NA,NA,current
577,天道仁聞,天道,テンヂ,family,NA,NA,current
577,天道仁聞,仁聞,ニンモン,given,NA,NA,current
577,天道仁聞,天道仁聞,テンヂニンモン,full,NA,NA,current
578,奈良岡にこ,奈良岡,ナラオカ,family,NA,NA,current
578,奈良岡にこ,にこ,ニコ,given,NA,NA,current
578,奈良岡にこ,奈良岡にこ,ナラオカニコ,full,NA,NA,current
579,奥野奏,奥野奏,オクノソウ,full,NA,NA,current
580,如月蓮,如月,キサラギ,family,宝塚歌劇団,NA,current
580,如月蓮,蓮,レン,given,宝塚歌劇団,NA,current
580,如月蓮,如月蓮,キサラギレン,full,宝塚歌劇団,NA,current
581,宇並哲也,宇並,ウナミ,family,NA,NA,current
581,宇並哲也,哲也,テツヤ,given,NA,NA,current
581,宇並哲也,宇並哲也,ウナミテツヤ,full,NA,NA,current
582,宇佐見天彗,宇佐見,ウサミ,family,NA,NA,current
582,宇佐見天彗,天彗,スバル,given,NA,NA,current
582,宇佐見天彗,宇佐見天彗,ウサミスバル,full,NA,NA,current
583,宋世羅,宋,ソン,family,NA,NA,current
583,宋世羅,世羅,セラ,given,NA,NA,current
583,宋世羅,宋世羅,ソンセラ,full,NA,NA,current
584,宏洋,宏洋,ヒロシ,full,NA,NA,current
585,実況者ねが本拠地,実況者ねが本拠地,ジッキョウシャネガホンキョチ,full,NA,NA,current
586,宮迫博之,宮迫,ミヤサコ,family,ワンナイR&R/雨上がり決死隊,1989,current
586,宮迫博之,博之,ヒロユキ,given,ワンナイR&R/雨上がり決死隊,1989,current
586,宮迫博之,宮迫博之,ミヤサコヒロユキ,full,ワンナイR&R/雨上がり決死隊,1989,current
587,寺中友将,寺中,テラナカ,family,NA,2020,current
587,寺中友将,友将,トモマサ,given,NA,2020,current
587,寺中友将,寺中友将,テラナカトモマサ,full,NA,2020,current
588,寺門ジモン,寺門,テラカド,family,ダチョウ倶楽部,NA,current
588,寺門ジモン,ジモン,ジモン,given,ダチョウ倶楽部,NA,current
588,寺門ジモン,寺門ジモン,テラカドジモン,full,ダチョウ倶楽部,NA,current
589,小倉優子,小倉,オグラ,family,NA,2001,current
589,小倉優子,優子,ユウコ,given,NA,2001,current
589,小倉優子,小倉優子,オグラユウコ,full,NA,2001,current
590,小宵こなん,小宵,コヨイ,family,NA,NA,current
590,小宵こなん,こなん,コナン,given,NA,NA,current
590,小宵こなん,小宵こなん,コヨイコナン,full,NA,NA,current
591,小嶋陽菜,小嶋,コジマ,family,AKB48/ノースリーブス,1998,current
591,小嶋陽菜,陽菜,ハルナ,given,AKB48/ノースリーブス,1998,current
591,小嶋陽菜,小嶋陽菜,コジマハルナ,full,AKB48/ノースリーブス,1998,current
592,小川えり,小川,オガワ,family,NA,NA,current
592,小川えり,えり,エリ,given,NA,NA,current
592,小川えり,小川えり,オガワエリ,full,NA,NA,current
593,小畑優奈,小畑,オバタ,family,SKE48,NA,current
593,小畑優奈,優奈,ユナ,given,SKE48,NA,current
593,小畑優奈,小畑優奈,オバタユナ,full,SKE48,NA,current
594,小畑慶太郎,小畑,オバタ,family,NA,NA,current
594,小畑慶太郎,慶太郎,ケイタロウ,given,NA,NA,current
594,小畑慶太郎,小畑慶太郎,オバタケイタロウ,full,NA,NA,current
595,小谷良太,小谷,コタニ,family,NA,NA,current
595,小谷良太,良太,リョウタ,given,NA,NA,current
595,小谷良太,小谷良太,コタニリョウタ,full,NA,NA,current
596,尾形貴弘,尾形,オガタ,family,パンサー/吉本坂46,NA,current
596,尾形貴弘,貴弘,タカヒロ,given,パンサー/吉本坂46,NA,current
596,尾形貴弘,尾形貴弘,オガタタカヒロ,full,パンサー/吉本坂46,NA,current
597,山内健司,山内,ヤマウチ,family,NA,2004,current
597,山内健司,健司,ケンジ,given,NA,2004,current
597,山内健司,山内健司,ヤマウチケンジ,full,NA,2004,current
598,山口貴大,山口,ヤマグチ,family,NA,NA,current
598,山口貴大,貴大,タカヒロ,given,NA,NA,current
598,山口貴大,山口貴大,ヤマグチタカヒロ,full,NA,NA,current
599,山﨑圭一,山﨑,ヤマサキ,family,NA,NA,current
599,山﨑圭一,圭一,ケイイチ,given,NA,NA,current
599,山﨑圭一,山﨑圭一,ヤマサキケイイチ,full,NA,NA,current
600,山﨑心,山﨑,ヤマサキ,family,NA,NA,current
600,山﨑心,心,ココロ,given,NA,NA,current
600,山﨑心,山﨑心,ヤマサキココロ,full,NA,NA,current
601,岡田康太,岡田,オカダ,family,なかよしビクトリーズ,NA,current
601,岡田康太,康太,コウタ,given,なかよしビクトリーズ,NA,current
601,岡田康太,岡田康太,オカダコウタ,full,なかよしビクトリーズ,NA,current
602,岩本紗也加,岩本,イワモト,family,NA,NA,current
602,岩本紗也加,紗也加,サヤカ,given,NA,NA,current
602,岩本紗也加,岩本紗也加,イワモトサヤカ,full,NA,NA,current
603,岸谷蘭丸,岸谷,キシタニ,family,MMBH/留パス,NA,current
603,岸谷蘭丸,蘭丸,ランマル,given,MMBH/留パス,NA,current
603,岸谷蘭丸,岸谷蘭丸,キシタニランマル,full,MMBH/留パス,NA,current
604,島崎遥香,島崎,シマザキ,family,AKB48,2009,current
604,島崎遥香,遥香,ハルカ,given,AKB48,2009,current
604,島崎遥香,島崎遥香,シマザキハルカ,full,AKB48,2009,current
605,川島美衣,川島,カワシマ,family,NA,NA,current
605,川島美衣,美衣,ミエ,given,NA,NA,current
605,川島美衣,川島美衣,カワシマミエ,full,NA,NA,current
606,川後陽菜,川後,カワゴ,family,乃木坂46,NA,current
606,川後陽菜,陽菜,ヒナ,given,乃木坂46,NA,current
606,川後陽菜,川後陽菜,カワゴヒナ,full,乃木坂46,NA,current
607,布団ちゃん,布団ちゃん,フトンチャン,full,NA,2013,current
608,希空,希空,ノア,full,NA,NA,current
609,常盤ゆい,常盤,トキワ,family,NA,NA,current
609,常盤ゆい,ゆい,ユイ,given,NA,NA,current
609,常盤ゆい,常盤ゆい,トキワユイ,full,NA,NA,current
610,平坂寛,平坂,ヒラサカ,family,NA,NA,current
610,平坂寛,寛,ヒロシ,given,NA,NA,current
610,平坂寛,平坂寛,ヒラサカヒロシ,full,NA,NA,current
611,平岩優奈,平岩,ヒライワ,family,NA,NA,current
611,平岩優奈,優奈,ユウナ,given,NA,NA,current
611,平岩優奈,平岩優奈,ヒライワユウナ,full,NA,NA,current
612,平良海馬,平良,タイラ,family,NA,NA,current
612,平良海馬,海馬,カイマ,given,NA,NA,current
612,平良海馬,平良海馬,タイラカイマ,full,NA,NA,current
613,廣田あいか,廣田,ヒロタ,family,私立恵比寿中学,2005,current
613,廣田あいか,あいか,アイカ,given,私立恵比寿中学,2005,current
613,廣田あいか,廣田あいか,ヒロタアイカ,full,私立恵比寿中学,2005,current
614,征矢貴,征矢,ソヤ,family,NA,NA,current
614,征矢貴,貴,タカキ,given,NA,NA,current
614,征矢貴,征矢貴,ソヤタカキ,full,NA,NA,current
615,後藤真希,後藤,ゴトウ,family,モーニング娘。,1999,current
615,後藤真希,真希,マキ,given,モーニング娘。,1999,current
615,後藤真希,後藤真希,ゴトウマキ,full,モーニング娘。,1999,current
616,後藤祐樹,後藤,ゴトウ,family,NA,2000,current
616,後藤祐樹,祐樹,ユウキ,given,NA,2000,current
616,後藤祐樹,後藤祐樹,ゴトウユウキ,full,NA,2000,current
617,後藤翼ジェニー,後藤翼ジェニー,ゴトウツバサジェニー,full,NA,NA,current
618,愛場大介,愛場,アイバ,family,NA,NA,current
618,愛場大介,大介,ダイスケ,given,NA,NA,current
618,愛場大介,愛場大介,アイバダイスケ,full,NA,NA,current
619,打田だいご,打田,ダダ,family,NA,NA,current
619,打田だいご,だいご,ダイゴ,given,NA,NA,current
619,打田だいご,打田だいご,ダダダイゴ,full,NA,NA,current
620,折田涼夏,折田,オリタ,family,NA,NA,current
620,折田涼夏,涼夏,リョウカ,given,NA,NA,current
620,折田涼夏,折田涼夏,オリタリョウカ,full,NA,NA,current
621,指原莉乃,指原,サシハラ,family,AKB48/HKT48/STU48,2008,current
621,指原莉乃,莉乃,リノ,given,AKB48/HKT48/STU48,2008,current
621,指原莉乃,指原莉乃,サシハラリノ,full,AKB48/HKT48/STU48,2008,current
622,整形アイドル轟ちゃん,整形アイドル轟ちゃん,セイケイアイドルトドロキチャン,full,NA,NA,current
623,新垣里沙,新垣,ニイガキ,family,モーニング娘。,2001,current
623,新垣里沙,里沙,リサ,given,モーニング娘。,2001,current
623,新垣里沙,新垣里沙,ニイガキリサ,full,モーニング娘。,2001,current
624,日直島田,日直島田,ニッチョクシマダ,full,NA,NA,current
625,明日花キララ,明日花,アスカ,family,NA,2007,former
625,明日花キララ,キララ,キララ,given,NA,2007,former
625,明日花キララ,明日花キララ,アスカキララ,full,NA,2007,former
626,星乃夢奈,星乃,ホシノ,family,NA,NA,current
626,星乃夢奈,夢奈,ユナ,given,NA,NA,current
626,星乃夢奈,星乃夢奈,ホシノユナ,full,NA,NA,current
627,春日望,春日,カスガ,family,NA,NA,current
627,春日望,望,ノゾミ,given,NA,NA,current
627,春日望,春日望,カスガノゾミ,full,NA,NA,current
628,晋平太,晋平太,シンペイタ,full,NA,NA,current
629,暇空茜,暇空,ヒマソラ,family,セガ,NA,current
629,暇空茜,茜,アカネ,given,セガ,NA,current
629,暇空茜,暇空茜,ヒマソラアカネ,full,セガ,NA,current
630,望月衣塑子,望月,モチヅキ,family,中日新聞社/東京新聞,NA,current
630,望月衣塑子,衣塑子,イソコ,given,中日新聞社/東京新聞,NA,current
630,望月衣塑子,望月衣塑子,モチヅキイソコ,full,中日新聞社/東京新聞,NA,current
631,朝倉未来,朝倉,アサクラ,family,NA,NA,current
631,朝倉未来,未来,ミクル,given,NA,NA,current
631,朝倉未来,朝倉未来,アサクラミクル,full,NA,NA,current
632,木下ゆうか,木下,キノシタ,family,NA,NA,current
632,木下ゆうか,ゆうか,ユウカ,given,NA,NA,current
632,木下ゆうか,木下ゆうか,キノシタユウカ,full,NA,NA,current
633,藤本優樹菜,藤本,フジモト,family,NA,2006,current
633,藤本優樹菜,優樹菜,ユキナ,given,NA,2006,current
633,藤本優樹菜,藤本優樹菜,フジモトユキナ,full,NA,2006,current
634,木村有希,木村,キムラ,family,NA,2012,current
634,木村有希,有希,ユキ,given,NA,2012,current
634,木村有希,木村有希,キムラユキ,full,NA,2012,current
635,本田翼,本田,ホンダ,family,NA,2006,current
635,本田翼,翼,ツバサ,given,NA,2006,current
635,本田翼,本田翼,ホンダツバサ,full,NA,2006,current
636,本間敬人,本間,ホンマ,family,NA,NA,current
636,本間敬人,敬人,ケイト,given,NA,NA,current
636,本間敬人,本間敬人,ホンマケイト,full,NA,NA,current
637,杉山正雄,杉山,スギヤマ,family,NA,NA,current
637,杉山正雄,正雄,マサオ,given,NA,NA,current
637,杉山正雄,杉山正雄,スギヤママサオ,full,NA,NA,current
638,李易修,李,リー,family,NA,NA,current
638,李易修,易修,イーシュウ,given,NA,NA,current
638,李易修,李易修,リーイーシュウ,full,NA,NA,current
639,村重杏奈,村重,ムラシゲ,family,HKT48,2011,current
639,村重杏奈,杏奈,アンナ,given,HKT48,2011,current
639,村重杏奈,村重杏奈,ムラシゲアンナ,full,HKT48,2011,current
640,来栖うさこ,来栖,クルス,family,NA,2018,current
640,来栖うさこ,うさこ,ウサコ,given,NA,2018,current
640,来栖うさこ,来栖うさこ,クルスウサコ,full,NA,2018,current
641,東問,東,ヒガシ,family,QuizKnock,NA,current
641,東問,問,モン,given,QuizKnock,NA,current
641,東問,東問,ヒガシモン,full,QuizKnock,NA,current
642,東宮たくみ,東宮,トウグウ,family,NA,NA,current
642,東宮たくみ,たくみ,タクミ,given,NA,NA,current
642,東宮たくみ,東宮たくみ,トウグウタクミ,full,NA,NA,current
643,東言,東,ヒガシ,family,QuizKnock,NA,current
643,東言,言,ゴン,given,QuizKnock,NA,current
643,東言,東言,ヒガシゴン,full,QuizKnock,NA,current
644,東雲うみ,東雲,シノノメ,family,NA,NA,current
644,東雲うみ,うみ,ウミ,given,NA,NA,current
644,東雲うみ,東雲うみ,シノノメウミ,full,NA,NA,current
645,東雲はる,東雲はる,シノノメハル,full,NA,NA,current
646,東雲めぐ,東雲,シノノメ,family,NA,NA,current
646,東雲めぐ,めぐ,メグ,given,NA,NA,current
646,東雲めぐ,東雲めぐ,シノノメメグ,full,NA,NA,current
647,松井玲奈,松井,マツイ,family,SKE48/乃木坂46,2008,current
647,松井玲奈,玲奈,レナ,given,SKE48/乃木坂46,2008,current
647,松井玲奈,松井玲奈,マツイレナ,full,SKE48/乃木坂46,2008,current
648,松井珠理奈,松井,マツイ,family,AKB48/SKE48/ラブ・クレッシェンド,2008,current
648,松井珠理奈,珠理奈,ジュリナ,given,AKB48/SKE48/ラブ・クレッシェンド,2008,current
648,松井珠理奈,松井珠理奈,マツイジュリナ,full,AKB48/SKE48/ラブ・クレッシェンド,2008,current
649,松岡純正,松岡,マツオカ,family,NA,NA,current
649,松岡純正,純正,ヨシマサ,given,NA,NA,current
649,松岡純正,松岡純正,マツオカヨシマサ,full,NA,NA,current
650,松本吉弘,松本,マツモト,family,日本プロ麻雀協会,NA,current
650,松本吉弘,吉弘,ヨシヒロ,given,日本プロ麻雀協会,NA,current
650,松本吉弘,松本吉弘,マツモトヨシヒロ,full,日本プロ麻雀協会,NA,current
651,松本晃市郎,松本,マツモト,family,NA,NA,current
651,松本晃市郎,晃市郎,コウイチロウ,given,NA,NA,current
651,松本晃市郎,松本晃市郎,マツモトコウイチロウ,full,NA,NA,current
652,松村沙友理,松村,マツムラ,family,乃木坂46,2011,current
652,松村沙友理,沙友理,サユリ,given,乃木坂46,2011,current
652,松村沙友理,松村沙友理,マツムラサユリ,full,乃木坂46,2011,current
653,板野友美,板野,イタノ,family,AKB48,2005,current
653,板野友美,友美,トモミ,given,AKB48,2005,current
653,板野友美,板野友美,イタノトモミ,full,AKB48,2005,current
654,架乃ゆら,架乃,カノ,family,NA,NA,current
654,架乃ゆら,ゆら,ユラ,given,NA,NA,current
654,架乃ゆら,架乃ゆら,カノユラ,full,NA,NA,current
655,柏木由紀,柏木,カシワギ,family,AKB48,2006,current
655,柏木由紀,由紀,ユキ,given,AKB48,2006,current
655,柏木由紀,柏木由紀,カシワギユキ,full,AKB48,2006,current
656,柳田理科雄,柳田,ヤナギタ,family,明治大学,1996,current
656,柳田理科雄,理科雄,リカオ,given,明治大学,1996,current
656,柳田理科雄,柳田理科雄,ヤナギタリカオ,full,明治大学,1996,current
657,柴崎春通,柴崎,シバサキ,family,NA,NA,current
657,柴崎春通,春通,ハルミチ,given,NA,NA,current
657,柴崎春通,柴崎春通,シバサキハルミチ,full,NA,NA,current
658,桃ふじ,桃ふじ,モモフジ,full,NA,NA,current
659,桜井日奈子,桜井,サクライ,family,NA,NA,current
659,桜井日奈子,日奈子,ヒナコ,given,NA,NA,current
659,桜井日奈子,桜井日奈子,サクライヒナコ,full,NA,NA,current
660,桶家武尊,桶家,オケイエ,family,NA,NA,current
660,桶家武尊,武尊,タケル,given,NA,NA,current
660,桶家武尊,桶家武尊,オケイエタケル,full,NA,NA,current
661,梶原岳人,梶原,カジワラ,family,エイベックス・アニメーションレーベルズ/東京俳優生活協同組合,2020,current
661,梶原岳人,岳人,ガクト,given,エイベックス・アニメーションレーベルズ/東京俳優生活協同組合,2020,current
661,梶原岳人,梶原岳人,カジワラガクト,full,エイベックス・アニメーションレーベルズ/東京俳優生活協同組合,2020,current
662,森元流那,森元,モリモト,family,ばんばんざい/みぎてやじるし ひだりてはーと,NA,current
662,森元流那,流那,ルナ,given,ばんばんざい/みぎてやじるし ひだりてはーと,NA,current
662,森元流那,森元流那,モリモトルナ,full,ばんばんざい/みぎてやじるし ひだりてはーと,NA,current
663,森沢かな,森沢,モリサワ,family,NA,NA,current
663,森沢かな,かな,カナ,given,NA,NA,current
663,森沢かな,森沢かな,モリサワカナ,full,NA,NA,current
664,森田鉄也,森田,モリタ,family,四谷学院/東進ハイスクール/武田塾/河合塾,NA,current
664,森田鉄也,鉄也,テツヤ,given,四谷学院/東進ハイスクール/武田塾/河合塾,NA,current
664,森田鉄也,森田鉄也,モリタテツヤ,full,四谷学院/東進ハイスクール/武田塾/河合塾,NA,current
665,楠ろあ,楠,クスノキ,family,NA,NA,current
665,楠ろあ,ろあ,ロア,given,NA,NA,current
665,楠ろあ,楠ろあ,クスノキロア,full,NA,NA,current
666,槙本稔己,槙本,マキモト,family,NA,NA,current
666,槙本稔己,稔己,トシキ,given,NA,NA,current
666,槙本稔己,槙本稔己,マキモトトシキ,full,NA,NA,current
667,横井研二,横井,ヨコイ,family,NA,2010,current
667,横井研二,研二,ケンジ,given,NA,2010,current
667,横井研二,横井研二,ヨコイケンジ,full,NA,2010,current
668,樺沢紫苑,樺沢紫苑,カバサワシオン,full,NA,NA,current
669,橋本京明,橋本,ハシモト,family,NA,NA,current
669,橋本京明,京明,キョウメイ,given,NA,NA,current
669,橋本京明,橋本京明,ハシモトキョウメイ,full,NA,NA,current
670,橋本甜歌,橋本,ハシモト,family,NA,2001,current
670,橋本甜歌,甜歌,テンカ,given,NA,2001,current
670,橋本甜歌,橋本甜歌,ハシモトテンカ,full,NA,2001,current
671,橋本萌花,橋本,ハシモト,family,NA,NA,current
671,橋本萌花,萌花,モカ,given,NA,NA,current
671,橋本萌花,橋本萌花,ハシモトモカ,full,NA,NA,current
672,歩乃華,歩乃華,ホノカ,full,NA,NA,current
673,永岡怜子,永岡,ナガオカ,family,NA,NA,current
673,永岡怜子,怜子,レイコ,given,NA,NA,current
673,永岡怜子,永岡怜子,ナガオカレイコ,full,NA,NA,current
674,江尻早紀,江尻早紀,エジリサキ,full,NA,2023,current
675,江田拓寛,江田,エダ,family,NA,NA,current
675,江田拓寛,拓寛,タクヒロ,given,NA,NA,current
675,江田拓寛,江田拓寛,エダタクヒロ,full,NA,NA,current
676,江頭2:50,江頭2:50,エガシラニジゴジュップン,full,男同志,NA,current
677,河西智美,河西,カサイ,family,AKB48,2006,current
677,河西智美,智美,トモミ,given,AKB48,2006,current
677,河西智美,河西智美,カサイトモミ,full,AKB48,2006,current
678,河西美希,河西,カワニシ,family,NA,NA,current
678,河西美希,美希,ミキ,given,NA,NA,current
678,河西美希,河西美希,カワニシミキ,full,NA,NA,current
679,河野玄斗,河野,コウノ,family,NA,NA,current
679,河野玄斗,玄斗,ゲント,given,NA,NA,current
679,河野玄斗,河野玄斗,コウノゲント,full,NA,NA,current
680,津田大介,津田,ツダ,family,ナターシャ/関西大学,NA,current
680,津田大介,大介,ダイスケ,given,ナターシャ/関西大学,NA,current
680,津田大介,津田大介,ツダダイスケ,full,ナターシャ/関西大学,NA,current
681,深田えいみ,深田,フカダ,family,NA,2017,current
681,深田えいみ,えいみ,エイミ,given,NA,2017,current
681,深田えいみ,深田えいみ,フカダエイミ,full,NA,2017,current
682,渡辺みり愛,渡辺,ワタナベ,family,乃木坂46,NA,current
682,渡辺みり愛,みり愛,ミリア,given,乃木坂46,NA,current
682,渡辺みり愛,渡辺みり愛,ワタナベミリア,full,乃木坂46,NA,current
683,湊あかね,湊,ミナト,family,East Of Eden/predia,NA,current
683,湊あかね,あかね,アカネ,given,East Of Eden/predia,NA,current
683,湊あかね,湊あかね,ミナトアカネ,full,East Of Eden/predia,NA,current
684,澁谷果歩,澁谷,シブヤ,family,NA,NA,current
684,澁谷果歩,果歩,カホ,given,NA,NA,current
684,澁谷果歩,澁谷果歩,シブヤカホ,full,NA,NA,current
685,濱井正吾,濱井,ハマイ,family,NA,NA,current
685,濱井正吾,正吾,ショウゴ,given,NA,NA,current
685,濱井正吾,濱井正吾,ハマイショウゴ,full,NA,NA,current
686,濱家隆一,濱家,ハマイエ,family,NA,2004,current
686,濱家隆一,隆一,リュウイチ,given,NA,2004,current
686,濱家隆一,濱家隆一,ハマイエリュウイチ,full,NA,2004,current
687,瀬乃真帆子,瀬乃,セノ,family,NA,NA,current
687,瀬乃真帆子,真帆子,マホコ,given,NA,NA,current
687,瀬乃真帆子,瀬乃真帆子,セノマホコ,full,NA,NA,current
688,熱田隆介,熱田,アツタ,family,NA,NA,current
688,熱田隆介,隆介,リュウスケ,given,NA,NA,current
688,熱田隆介,熱田隆介,アツタリュウスケ,full,NA,NA,current
689,燈花,燈花,トウカ,full,NA,NA,current
690,狩野英孝,狩野,カノ,family,NA,2003,current
690,狩野英孝,英孝,エイコウ,given,NA,2003,current
690,狩野英孝,狩野英孝,カノエイコウ,full,NA,2003,current
691,玉田響,玉田,タマダ,family,NA,NA,current
691,玉田響,響,ヒビキ,given,NA,NA,current
691,玉田響,玉田響,タマダヒビキ,full,NA,NA,current
692,王志安,王志安,ワン・ジーアン,full,東京風行株式会社,NA,current
693,環やね,環,タマキ,family,きゅるりんってしてみて,NA,current
693,環やね,やね,ヤネ,given,きゅるりんってしてみて,NA,current
693,環やね,環やね,タマキヤネ,full,きゅるりんってしてみて,NA,current
694,生駒里奈,生駒,イコマ,family,乃木坂46,2011,current
694,生駒里奈,里奈,リナ,given,乃木坂46,2011,current
694,生駒里奈,生駒里奈,イコマリナ,full,乃木坂46,2011,current
695,田淵宏明,田淵,タブチ,family,NA,NA,current
695,田淵宏明,宏明,ヒロアキ,given,NA,NA,current
695,田淵宏明,田淵宏明,タブチヒロアキ,full,NA,NA,current
696,田端信太郎,田端,タバタ,family,NA,NA,current
696,田端信太郎,信太郎,シンタロウ,given,NA,NA,current
696,田端信太郎,田端信太郎,タバタシンタロウ,full,NA,NA,current
697,由布菜月,由布,ユフ,family,NA,NA,current
697,由布菜月,菜月,ナツキ,given,NA,NA,current
697,由布菜月,由布菜月,ユフナツキ,full,NA,NA,current
698,登坂淳一,登坂,トサカ,family,日本放送協会,NA,current
698,登坂淳一,淳一,ジュンイチ,given,日本放送協会,NA,current
698,登坂淳一,登坂淳一,トサカジュンイチ,full,日本放送協会,NA,current
699,白石麻衣,白石,シライシ,family,乃木坂46,2011,current
699,白石麻衣,麻衣,マイ,given,乃木坂46,2011,current
699,白石麻衣,白石麻衣,シライシマイ,full,乃木坂46,2011,current
700,白間美瑠,白間,シロマ,family,NMB48,NA,current
700,白間美瑠,美瑠,ミル,given,NMB48,NA,current
700,白間美瑠,白間美瑠,シロマミル,full,NMB48,NA,current
701,百田尚樹,百田,ヒャクタ,family,NA,NA,current
701,百田尚樹,尚樹,ナオキ,given,NA,NA,current
701,百田尚樹,百田尚樹,ヒャクタナオキ,full,NA,NA,current
702,益田裕介,益田,マスダ,family,NA,NA,current
702,益田裕介,裕介,ユウスケ,given,NA,NA,current
702,益田裕介,益田裕介,マスダユウスケ,full,NA,NA,current
703,益若つばさ,益若,マスワカ,family,NA,NA,current
703,益若つばさ,つばさ,ツバサ,given,NA,NA,current
703,益若つばさ,益若つばさ,マスワカツバサ,full,NA,NA,current
704,坂本貴紀,坂本,サカモト,family,NA,NA,current
704,坂本貴紀,貴紀,タカノリ,given,NA,NA,current
704,坂本貴紀,坂本貴紀,サカモトタカノリ,full,NA,NA,current
705,相楽伊織,相楽,サガラ,family,NA,NA,current
705,相楽伊織,伊織,イオリ,given,NA,NA,current
705,相楽伊織,相楽伊織,サガライオリ,full,NA,NA,current
706,相馬理,相馬,ソウマ,family,真夜中の12時,NA,current
706,相馬理,理,サトル,given,真夜中の12時,NA,current
706,相馬理,相馬理,ソウマサトル,full,真夜中の12時,NA,current
707,真子就有,真子,マコ,family,NA,NA,current
707,真子就有,就有,ユキナリ,given,NA,NA,current
707,真子就有,真子就有,マコユキナリ,full,NA,NA,current
708,真田将太朗,真田,サナダ,family,NA,NA,current
708,真田将太朗,将太朗,ショウタロウ,given,NA,NA,current
708,真田将太朗,真田将太朗,サナダショウタロウ,full,NA,NA,current
709,真野ゆりあ,真野,マノ,family,NA,NA,current
709,真野ゆりあ,ゆりあ,ユリア,given,NA,NA,current
709,真野ゆりあ,真野ゆりあ,マノユリア,full,NA,NA,current
710,矢内東紀,矢内,ヤウチ,family,NA,NA,current
710,矢内東紀,東紀,ハルキ,given,NA,NA,current
710,矢内東紀,矢内東紀,ヤウチハルキ,full,NA,NA,current
711,石川綾子,石川,イシカワ,family,NA,NA,current
711,石川綾子,綾子,アヤコ,given,NA,NA,current
711,石川綾子,石川綾子,イシカワアヤコ,full,NA,NA,current
712,石川翔鈴,石川,イシカワ,family,NA,NA,current
712,石川翔鈴,翔鈴,カレン,given,NA,NA,current
712,石川翔鈴,石川翔鈴,イシカワカレン,full,NA,NA,current
713,神堂きょうか,神堂,シンドウ,family,NA,NA,current
713,神堂きょうか,きょうか,キョウカ,given,NA,NA,current
713,神堂きょうか,神堂きょうか,シンドウキョウカ,full,NA,NA,current
714,神綺杏菜,神綺,カンザキ,family,NA,NA,current
714,神綺杏菜,杏菜,アンナ,given,NA,NA,current
714,神綺杏菜,神綺杏菜,カンザキアンナ,full,NA,NA,current
715,福山あさき,福山,フクヤマ,family,NA,NA,current
715,福山あさき,あさき,アサキ,given,NA,NA,current
715,福山あさき,福山あさき,フクヤマアサキ,full,NA,NA,current
716,福岡みなみ,福岡,フクオカ,family,NA,NA,current
716,福岡みなみ,みなみ,ミナミ,given,NA,NA,current
716,福岡みなみ,福岡みなみ,フクオカミナミ,full,NA,NA,current
717,秋山燿平,秋山,アキヤマ,family,NA,NA,current
717,秋山燿平,燿平,ヨウヘイ,given,NA,NA,current
717,秋山燿平,秋山燿平,アキヤマヨウヘイ,full,NA,NA,current
718,稲荷兄弟,稲荷兄弟,イナリキョウダイ,full,NA,NA,current
719,立花孝志,立花,タチバナ,family,日本放送協会,NA,current
719,立花孝志,孝志,タカシ,given,日本放送協会,NA,current
719,立花孝志,立花孝志,タチバナタカシ,full,日本放送協会,NA,current
720,竹内唯人,竹内,タケウチ,family,NA,2019,current
720,竹内唯人,唯人,ユイト,given,NA,2019,current
720,竹内唯人,竹内唯人,タケウチユイト,full,NA,2019,current
721,竹脇まりな,竹脇,タケワキ,family,NA,NA,current
721,竹脇まりな,まりな,マリナ,given,NA,NA,current
721,竹脇まりな,竹脇まりな,タケワキマリナ,full,NA,NA,current
722,笠原将生,笠原,カサハラ,family,NA,NA,current
722,笠原将生,将生,ショウキ,given,NA,NA,current
