id,original,surface,pronunciation
5066,アカクロヤブモズ,アカクロヤブモズ,アカクロヤブモズ
5067,トラフサンショウウオ,トラフサンショウウオ,トラフサンショウウオ
5068,ドーセットジネズミ,ドーセットジネズミ,ドーセットジネズミ
5069,シロマユミソサザイ,シロマユミソサザイ,シロマユミソサザイ
5070,ウスアカハゲラ,ウスアカハゲラ,ウスアカハゲラ
5071,アオムネヒメエメラルドハチドリ,アオムネヒメエメラルドハチドリ,アオムネヒメエメラルドハチドリ
5072,メジロカマドドリ,メジロカマドドリ,メジロカマドドリ
5073,ハイイロヒメウソ,ハイイロヒメウソ,ハイイロヒメウソ
5074,ロッキーキノドメジロハエトリ,ロッキーキノドメジロハエトリ,ロッキーキノドメジロハエトリ
5075,クロボシマユミソサザイ,クロボシマユミソサザイ,クロボシマユミソサザイ
5076,クロオビツバメ,クロオビツバメ,クロオビツバメ
5077,ジャマイカマンゴーハチドリ,ジャマイカマンゴーハチドリ,ジャマイカマンゴーハチドリ
5078,コゴシキタイヨウチョウ,コゴシキタイヨウチョウ,コゴシキタイヨウチョウ
5079,キバラアフリカツリスガラ,キバラアフリカツリスガラ,キバラアフリカツリスガラ
5080,アカハラマルハシミツドリ,アカハラマルハシミツドリ,アカハラマルハシミツドリ
5081,ニジイロコバシハチドリ,ニジイロコバシハチドリ,ニジイロコバシハチドリ
5082,コウラウン,コウラウン,コウラウン
5083,ビロードマミヤイロチョウ,ビロードマミヤイロチョウ,ビロードマミヤイロチョウ
5084,マレーシアクマネズミ,マレーシアクマネズミ,マレーシアクマネズミ
5085,キノドヒトリツグミ,キノドヒトリツグミ,キノドヒトリツグミ
5086,ゴクラクバト,ゴクラクバト,ゴクラクバト
5087,メキシコトゲポケットマウス,メキシコトゲポケットマウス,メキシコトゲポケットマウス
5088,アカガオハヤシムシクイ,アカガオハヤシムシクイ,アカガオハヤシムシクイ
5089,オサガメ,オサガメ,オサガメ
5090,ラッパチョウ,ラッパチョウ,ラッパチョウ
5091,カワラヒワ,カワラヒワ,カワラヒワ
5092,ノドジロマユミソサザイ,ノドジロマユミソサザイ,ノドジロマユミソサザイ
5093,ヒガシウタイモズモドキ,ヒガシウタイモズモドキ,ヒガシウタイモズモドキ
5094,トビオオミミマウス,トビオオミミマウス,トビオオミミマウス
5095,ネブリナテリオハチドリ,ネブリナテリオハチドリ,ネブリナテリオハチドリ
5096,キリオオナガ,キリオオナガ,キリオオナガ
5097,チャバネヒメシャクケイ,チャバネヒメシャクケイ,チャバネヒメシャクケイ
5098,シロハラヒメキツツキ,シロハラヒメキツツキ,シロハラヒメキツツキ
5099,オブトスミントプシス,オブトスミントプシス,オブトスミントプシス
5100,カラカラ,カラカラ,カラカラ
5101,ズアオフウキンチョウ,ズアオフウキンチョウ,ズアオフウキンチョウ
5102,アメリカオオモズ,アメリカオオモズ,アメリカオオモズ
5103,スズゴエヤブモズ,スズゴエヤブモズ,スズゴエヤブモズ
5104,ベニヘラサギ,ベニヘラサギ,ベニヘラサギ
5105,ヒマラヤセッケイ,ヒマラヤセッケイ,ヒマラヤセッケイ
5106,ペルーツグミ,ペルーツグミ,ペルーツグミ
5107,タイワンハブ,タイワンハブ,タイワンハブ
5108,ミドリコムシクイ,ミドリコムシクイ,ミドリコムシクイ
5109,ジュリアクリークスミントプシス,ジュリアクリークスミントプシス,ジュリアクリークスミントプシス
5110,オーストラリア,オーストラリア,オーストラリア
5111,クリイロヒメウソ,クリイロヒメウソ,クリイロヒメウソ
5112,ギアナテンジクネズミ,ギアナテンジクネズミ,ギアナテンジクネズミ
5113,アカガシラサギ,アカガシラサギ,アカガシラサギ
5114,キムネハワイマシコ,キムネハワイマシコ,キムネハワイマシコ
5115,パラワンヒタキ,パラワンヒタキ,パラワンヒタキ
5116,オオクロアカウソ,オオクロアカウソ,オオクロアカウソ
5117,キイロカササギビタキ,キイロカササギビタキ,キイロカササギビタキ
5118,イシチドリ,イシチドリ,イシチドリ
5119,ブラーシマリス,ブラーシマリス,ブラーシマリス
5120,シマクサマウス,シマクサマウス,シマクサマウス
5121,スカンクアナグマ,スカンクアナグマ,スカンクアナグマ
5122,ノドジロヒメアオバト,ノドジロヒメアオバト,ノドジロヒメアオバト
5123,ハイイロノスリ,ハイイロノスリ,ハイイロノスリ
5124,ハシビロガモ,ハシビロガモ,ハシビロガモ
5125,シロハラトウゾクカモメ,シロハラトウゾクカモメ,シロハラトウゾクカモメ
5126,パサン,パサン,パサン
5127,ニクダレシャクケイ,ニクダレシャクケイ,ニクダレシャクケイ
5128,キユーバヒトリツグミ,キユーバヒトリツグミ,キユーバヒトリツグミ
5129,シロハラハイムクドリ,シロハラハイムクドリ,シロハラハイムクドリ
5130,ヒメヒミズ,ヒメヒミズ,ヒメヒミズ
5131,アンカシュオタテドリ,アンカシュオタテドリ,アンカシュオタテドリ
5132,アラスカマーモット,アラスカマーモット,アラスカマーモット
5133,ムナグロ,ムナグロ,ムナグロ
5134,テングコウモリ,テングコウモリ,テングコウモリ
5135,ムネアカクイナ,ムネアカクイナ,ムネアカクイナ
5136,ヨーロッパカヤクグリ,ヨーロッパカヤクグリ,ヨーロッパカヤクグリ
5137,リビアスナネズミ,リビアスナネズミ,リビアスナネズミ
5138,パナマリス,パナマリス,パナマリス
5139,ゾリラモドキ,ゾリラモドキ,ゾリラモドキ
5140,テレザジネズミオポッサム,テレザジネズミオポッサム,テレザジネズミオポッサム
5141,ハジロオウギセッカ,ハジロオウギセッカ,ハジロオウギセッカ
5142,オオハシバト,オオハシバト,オオハシバト
5143,グリソン,グリソン,グリソン
5144,スチュワートウ,スチュワートウ,スチュワートウ
5145,チビカミンマウス,チビカミンマウス,チビカミンマウス
5146,メダマヤマネ,メダマヤマネ,メダマヤマネ
5147,クロネコマネドリ,クロネコマネドリ,クロネコマネドリ
5148,テキサスホリネズミ,テキサスホリネズミ,テキサスホリネズミ
5149,カンムリバト,カンムリバト,カンムリバト
5150,オビリンサン,オビリンサン,オビリンサン
5151,スジアラ,スジアラ,スジアラ
5152,シャカイハタオリ,シャカイハタオリ,シャカイハタオリ
5153,コバシミツスイ,コバシミツスイ,コバシミツスイ
5154,オジロセンニョムシクイ,オジロセンニョムシクイ,オジロセンニョムシクイ
5155,ヒメネズミ,ヒメネズミ,ヒメネズミ
5156,コシジロノスリ,コシジロノスリ,コシジロノスリ
5157,シロアシマウス,シロアシマウス,シロアシマウス
5158,ツメナガアンテキヌス,ツメナガアンテキヌス,ツメナガアンテキヌス
5159,ミドリフグ,ミドリフグ,ミドリフグ
5160,キガタムクドリモドキ,キガタムクドリモドキ,キガタムクドリモドキ
5161,アメリカムシクイ,アメリカムシクイ,アメリカムシクイ
5162,ヌマヒヨドリ,ヌマヒヨドリ,ヌマヒヨドリ
5163,ドーベントンコウモリ,ドーベントンコウモリ,ドーベントンコウモリ
5164,シロビタイアジサシ,シロビタイアジサシ,シロビタイアジサシ
5165,サンショクヤマオオハシ,サンショクヤマオオハシ,サンショクヤマオオハシ
5166,クリハラツグミ,クリハラツグミ,クリハラツグミ
5167,オオゴシキドリ,オオゴシキドリ,オオゴシキドリ
5168,ハシブトカンムリヒバリ,ハシブトカンムリヒバリ,ハシブトカンムリヒバリ
5169,ムラサキオーストラリアムシクイ,ムラサキオーストラリアムシクイ,ムラサキオーストラリアムシクイ
5170,ヨーロッパヨシキリ,ヨーロッパヨシキリ,ヨーロッパヨシキリ
5171,シベリアヤツメ,シベリアヤツメ,シベリアヤツメ
5172,オオミドリヒロハシ,オオミドリヒロハシ,オオミドリヒロハシ
5173,オオハシウミガラス,オオハシウミガラス,オオハシウミガラス
5174,マダガスカルシャコ,マダガスカルシャコ,マダガスカルシャコ
5175,アオメウロコアリドリ,アオメウロコアリドリ,アオメウロコアリドリ
5176,ペルーヨツメオポッサム,ペルーヨツメオポッサム,ペルーヨツメオポッサム
5177,アフリカトキコウ,アフリカトキコウ,アフリカトキコウ
5178,マミジロイワタイランチョウ,マミジロイワタイランチョウ,マミジロイワタイランチョウ
5179,エクアドルジツグミ,エクアドルジツグミ,エクアドルジツグミ
5180,ヒクイドリ,ヒクイドリ,ヒクイドリ
5181,コンゴウクイナ,コンゴウクイナ,コンゴウクイナ
5182,アメリカサンカノゴイ,アメリカサンカノゴイ,アメリカサンカノゴイ
5183,ヒスパニオラノスリ,ヒスパニオラノスリ,ヒスパニオラノスリ
5184,キボウシモリチメドリ,キボウシモリチメドリ,キボウシモリチメドリ
5185,ヌママングース,ヌママングース,ヌママングース
5186,メガネグマ,メガネグマ,メガネグマ
5187,ノドジロヒバリチドリ,ノドジロヒバリチドリ,ノドジロヒバリチドリ
5188,クロアシカコミスル,クロアシカコミスル,クロアシカコミスル
5189,ヒメクロツリスドリ,ヒメクロツリスドリ,ヒメクロツリスドリ
5190,ゴマダラフウキンチョウ,ゴマダラフウキンチョウ,ゴマダラフウキンチョウ
5191,ズグロミズナギドリ,ズグロミズナギドリ,ズグロミズナギドリ
5192,シロハラミドリカッコウ,シロハラミドリカッコウ,シロハラミドリカッコウ
5193,オウギタイランチョウ,オウギタイランチョウ,オウギタイランチョウ
5194,カナダヅル,カナダヅル,カナダヅル
5195,シロハラクロガラ,シロハラクロガラ,シロハラクロガラ
5196,ハワイガラス,ハワイガラス,ハワイガラス
5197,ホンドキツネ,ホンドキツネ,ホンドキツネ
5198,ホオジロシマアカゲラ,ホオジロシマアカゲラ,ホオジロシマアカゲラ
5199,マングローブカッコウ,マングローブカッコウ,マングローブカッコウ
5200,アメリカヤマアラシ,アメリカヤマアラシ,アメリカヤマアラシ
5201,クロガオミツスイ,クロガオミツスイ,クロガオミツスイ
5202,ハレギオオコウモリ,ハレギオオコウモリ,ハレギオオコウモリ
5203,アカエリシルスイキツツキ,アカエリシルスイキツツキ,アカエリシルスイキツツキ
5204,オオツチスドリ,オオツチスドリ,オオツチスドリ
5205,ミヤマエゾライチョウ,ミヤマエゾライチョウ,ミヤマエゾライチョウ
5206,キフサタイヨウチョウ,キフサタイヨウチョウ,キフサタイヨウチョウ
5207,チチブモドキ,チチブモドキ,チチブモドキ
5208,スコットランドイスカ,スコットランドイスカ,スコットランドイスカ
5209,アルゼンチンカワカマドドリ,アルゼンチンカワカマドドリ,アルゼンチンカワカマドドリ
5210,ミジカオハリオアマツバメ,ミジカオハリオアマツバメ,ミジカオハリオアマツバメ
5211,ススイロアホウドリ,ススイロアホウドリ,ススイロアホウドリ
5212,アカハシコガモ,アカハシコガモ,アカハシコガモ
5213,クロモズガラス,クロモズガラス,クロモズガラス
5214,オウサマペンギン,オウサマペンギン,オウサマペンギン
5215,ドゥクラングール,ドゥクラングール,ドゥクラングール
5216,セレベスカワセミ,セレベスカワセミ,セレベスカワセミ
5217,キムネムシクイ,キムネムシクイ,キムネムシクイ
5218,ケミミミツスイ,ケミミミツスイ,ケミミミツスイ
5219,シロスジヒヨドリ,シロスジヒヨドリ,シロスジヒヨドリ
5220,パプアキノボリ,パプアキノボリ,パプアキノボリ
5221,アラゲモリトゲネズミ,アラゲモリトゲネズミ,アラゲモリトゲネズミ
5222,キンホオインコ,キンホオインコ,キンホオインコ
5223,ガラパゴスゾウガメ,ガラパゴスゾウガメ,ガラパゴスゾウガメ
5224,ウミバト,ウミバト,ウミバト
5225,ハイガシラハギマシコ,ハイガシラハギマシコ,ハイガシラハギマシコ
5226,ヒムネバト,ヒムネバト,ヒムネバト
5227,ジャワミヤマテッケイ,ジャワミヤマテッケイ,ジャワミヤマテッケイ
5228,パプアヒメフクロネコ,パプアヒメフクロネコ,パプアヒメフクロネコ
5229,フェルナンドポーナキヤブモズ,フェルナンドポーナキヤブモズ,フェルナンドポーナキヤブモズ
5230,ユウフツヤツメ,ユウフツヤツメ,ユウフツヤツメ
5231,セネガルハツカネズミ,セネガルハツカネズミ,セネガルハツカネズミ
5232,ジュウサンセンジリス,ジュウサンセンジリス,ジュウサンセンジリス
5233,ハシボソヨシキリ,ハシボソヨシキリ,ハシボソヨシキリ
5234,クロカンムリコゲラ,クロカンムリコゲラ,クロカンムリコゲラ
5235,カワリヒタキ,カワリヒタキ,カワリヒタキ
5236,ヒタキサンショウクイ,ヒタキサンショウクイ,ヒタキサンショウクイ
5237,ルシーアメリカムシクイ,ルシーアメリカムシクイ,ルシーアメリカムシクイ
5238,ミカドバト,ミカドバト,ミカドバト
5239,ハバタキチャイロヒヨドリ,ハバタキチャイロヒヨドリ,ハバタキチャイロヒヨドリ
5240,ジルティラピア,ジルティラピア,ジルティラピア
5241,オオオニサンショウクイ,オオオニサンショウクイ,オオオニサンショウクイ
5242,オビオヨタカ,オビオヨタカ,オビオヨタカ
5243,シモフリコミミバンディクート,シモフリコミミバンディクート,シモフリコミミバンディクート
5244,クロアジサシ,クロアジサシ,クロアジサシ
5245,ミヤマウグイス,ミヤマウグイス,ミヤマウグイス
5246,ヤマヤチマウス,ヤマヤチマウス,ヤマヤチマウス
5247,ヒメカレハゲラ,ヒメカレハゲラ,ヒメカレハゲラ
5248,ヤマシマハナナガネズミ,ヤマシマハナナガネズミ,ヤマシマハナナガネズミ
5249,コマッコウ,コマッコウ,コマッコウ
5250,カオジロムシクイ,カオジロムシクイ,カオジロムシクイ
5251,シッキムハツカネズミ,シッキムハツカネズミ,シッキムハツカネズミ
5252,アカフサゴシキドリ,アカフサゴシキドリ,アカフサゴシキドリ
5253,モグラジネズミ,モグラジネズミ,モグラジネズミ
5254,ハジロクロハラアジサシ,ハジロクロハラアジサシ,ハジロクロハラアジサシ
5255,ハス,ハス,ハス
5256,クロツキヒメハエトリ,クロツキヒメハエトリ,クロツキヒメハエトリ
5257,ツメナガフクロマウス,ツメナガフクロマウス,ツメナガフクロマウス
5258,オナガオニキバシリ,オナガオニキバシリ,オナガオニキバシリ
5259,コヌマムクドリモドキ,コヌマムクドリモドキ,コヌマムクドリモドキ
5260,ヤマノカミ,ヤマノカミ,ヤマノカミ
5261,コスメルツグミモドキ,コスメルツグミモドキ,コスメルツグミモドキ
5262,クロアカヒロハシ,クロアカヒロハシ,クロアカヒロハシ
5263,ゴクラクハゼ,ゴクラクハゼ,ゴクラクハゼ
5264,ジアリドリ,ジアリドリ,ジアリドリ
5265,アメリカシロヅル,アメリカシロヅル,アメリカシロヅル
5266,ヒガシハイイロエボシドリ,ヒガシハイイロエボシドリ,ヒガシハイイロエボシドリ
5267,チャスジアメリカムシクイ,チャスジアメリカムシクイ,チャスジアメリカムシクイ
5268,クリノドヒメウソ,クリノドヒメウソ,クリノドヒメウソ
5269,シロノスリ,シロノスリ,シロノスリ
5270,シロハラツメナガホオジロ,シロハラツメナガホオジロ,シロハラツメナガホオジロ
5271,モンツキイワバト,モンツキイワバト,モンツキイワバト
5272,アオオビヤイロチョウ,アオオビヤイロチョウ,アオオビヤイロチョウ
5273,ムラサキトキワスズメ,ムラサキトキワスズメ,ムラサキトキワスズメ
5274,シロボウシカワビタキ,シロボウシカワビタキ,シロボウシカワビタキ
5275,チャバラキバシリ,チャバラキバシリ,チャバラキバシリ
5276,ズールーキンモグラ,ズールーキンモグラ,ズールーキンモグラ
5277,アゴヒゲアザラシ,アゴヒゲアザラシ,アゴヒゲアザラシ
5278,コガタハナサキガエル,コガタハナサキガエル,コガタハナサキガエル
5279,セキドウワキアカオタテドリ,セキドウワキアカオタテドリ,セキドウワキアカオタテドリ
5280,ハイイロイワシャコ,ハイイロイワシャコ,ハイイロイワシャコ
5281,ズグロメジロ,ズグロメジロ,ズグロメジロ
5282,ムナオビツグミ,ムナオビツグミ,ムナオビツグミ
5283,ノドフズアカチメドリ,ノドフズアカチメドリ,ノドフズアカチメドリ
5284,オオカンガルーネズミ,オオカンガルーネズミ,オオカンガルーネズミ
5285,ミラードネズミ,ミラードネズミ,ミラードネズミ
5286,セグロハシナガハエトリ,セグロハシナガハエトリ,セグロハシナガハエトリ
5287,パタスモンキー,パタスモンキー,パタスモンキー
5288,アフリカフサオヤマアラシ,アフリカフサオヤマアラシ,アフリカフサオヤマアラシ
5289,コロンビアゴシキドリ,コロンビアゴシキドリ,コロンビアゴシキドリ
5290,キホオオナガカマドドリ,キホオオナガカマドドリ,キホオオナガカマドドリ
5291,ムラサキツバメ,ムラサキツバメ,ムラサキツバメ
5292,イナゴヒメドリ,イナゴヒメドリ,イナゴヒメドリ
5293,ボネリームシクイ,ボネリームシクイ,ボネリームシクイ
5294,エンビコウ,エンビコウ,エンビコウ
5295,ウロコテンニョゲラ,ウロコテンニョゲラ,ウロコテンニョゲラ
5296,サバンナシコンチョウ,サバンナシコンチョウ,サバンナシコンチョウ
5297,キタホソオツパイ,キタホソオツパイ,キタホソオツパイ
5298,ニシツバメチドリ,ニシツバメチドリ,ニシツバメチドリ
5299,キマユマダガスカルチメドリ,キマユマダガスカルチメドリ,キマユマダガスカルチメドリ
5300,アカハシシズカシトド,アカハシシズカシトド,アカハシシズカシトド
5301,マユグロムシクイ,マユグロムシクイ,マユグロムシクイ
5302,キアシクロウタドリ,キアシクロウタドリ,キアシクロウタドリ
5303,ワカクサフウキンチョウ,ワカクサフウキンチョウ,ワカクサフウキンチョウ
5304,ワタボウシミドリインコ,ワタボウシミドリインコ,ワタボウシミドリインコ
5305,コマドリモズ,コマドリモズ,コマドリモズ
5306,ベニバシゴジュウカラモズ,ベニバシゴジュウカラモズ,ベニバシゴジュウカラモズ
5307,ハイガシラショウビン,ハイガシラショウビン,ハイガシラショウビン
5308,ボリビアリスザル,ボリビアリスザル,ボリビアリスザル
5309,ヒメアマガエル,ヒメアマガエル,ヒメアマガエル
5310,エバシロアシマウス,エバシロアシマウス,エバシロアシマウス
5311,ケープイシチドリ,ケープイシチドリ,ケープイシチドリ
5312,ヤハズニセムシクイチメドリ,ヤハズニセムシクイチメドリ,ヤハズニセムシクイチメドリ
5313,オオホシハジロ,オオホシハジロ,オオホシハジロ
5314,ロタメジロ,ロタメジロ,ロタメジロ
5315,ズアカチメドリ,ズアカチメドリ,ズアカチメドリ
5316,プリビロフトガリネズミ,プリビロフトガリネズミ,プリビロフトガリネズミ
5317,ヤマメジロ,ヤマメジロ,ヤマメジロ
5318,コアオアシシギ,コアオアシシギ,コアオアシシギ
5319,ミナミスズメフクロウ,ミナミスズメフクロウ,ミナミスズメフクロウ
5320,コウライバト,コウライバト,コウライバト
5321,クロキモモシトド,クロキモモシトド,クロキモモシトド
5322,ニュージーランドコマヒタキ,ニュージーランドコマヒタキ,ニュージーランドコマヒタキ
5323,ウーリークモザル,ウーリークモザル,ウーリークモザル
5324,シロハラクイナ,シロハラクイナ,シロハラクイナ
5325,アメリカキバシリ,アメリカキバシリ,アメリカキバシリ
5326,チャオビチドリ,チャオビチドリ,チャオビチドリ
5327,ネコドリ,ネコドリ,ネコドリ
5328,サメスズメモドキ,サメスズメモドキ,サメスズメモドキ
5329,ケープノウサギ,ケープノウサギ,ケープノウサギ
5330,ゴリラ,ゴリラ,ゴリラ
5331,アカオマユミソサザイ,アカオマユミソサザイ,アカオマユミソサザイ
5332,ツシマアカガエル,ツシマアカガエル,ツシマアカガエル
5333,ササフセッカ,ササフセッカ,ササフセッカ
5334,ハワイツグミ,ハワイツグミ,ハワイツグミ
5335,チャイロコガモ,チャイロコガモ,チャイロコガモ
5336,アレンオリンゴ,アレンオリンゴ,アレンオリンゴ
5337,アフリカカッコウハヤブサ,アフリカカッコウハヤブサ,アフリカカッコウハヤブサ
5338,ルソンブルネズミ,ルソンブルネズミ,ルソンブルネズミ
5339,ハジロシロクロツバメ,ハジロシロクロツバメ,ハジロシロクロツバメ
5340,フサエボシルリサンジャク,フサエボシルリサンジャク,フサエボシルリサンジャク
5341,マガン,マガン,マガン
5342,ノドグロアオジ,ノドグロアオジ,ノドグロアオジ
5343,ヒロオウミヘビ,ヒロオウミヘビ,ヒロオウミヘビ
5344,カストスビロードネズミ,カストスビロードネズミ,カストスビロードネズミ
5345,セイラン,セイラン,セイラン
5346,シロエボシアリドリ,シロエボシアリドリ,シロエボシアリドリ
5347,キタオオフルマカモメ,キタオオフルマカモメ,キタオオフルマカモメ
5348,コモンアカゲラ,コモンアカゲラ,コモンアカゲラ
5349,ノグチゲラ,ノグチゲラ,ノグチゲラ
5350,チャボウシアメリカムシクイ,チャボウシアメリカムシクイ,チャボウシアメリカムシクイ
5351,キバシオナガゴシキドリ,キバシオナガゴシキドリ,キバシオナガゴシキドリ
5352,ハイムネオタテドリ,ハイムネオタテドリ,ハイムネオタテドリ
5353,キョクアジサシ,キョクアジサシ,キョクアジサシ
5354,オグロムシクイ,オグロムシクイ,オグロムシクイ
5355,サンドイッチアジサシ,サンドイッチアジサシ,サンドイッチアジサシ
5356,キバラメジロハエトリ,キバラメジロハエトリ,キバラメジロハエトリ
5357,カナダカワウソ,カナダカワウソ,カナダカワウソ
5358,カラアカハラ,カラアカハラ,カラアカハラ
5359,ミナミバッタマウス,ミナミバッタマウス,ミナミバッタマウス
5360,オジロビタキ,オジロビタキ,オジロビタキ
5361,マダラオクマネズミ,マダラオクマネズミ,マダラオクマネズミ
5362,クロワカモメ,クロワカモメ,クロワカモメ
5363,シロボシムジヒタキ,シロボシムジヒタキ,シロボシムジヒタキ
5364,ナンベイタマシギ,ナンベイタマシギ,ナンベイタマシギ
5365,サザナミフウキンチョウ,サザナミフウキンチョウ,サザナミフウキンチョウ
5366,フイリピンカンムリワシ,フイリピンカンムリワシ,フイリピンカンムリワシ
5367,ミヤマホオジロ,ミヤマホオジロ,ミヤマホオジロ
5368,モリゲラ,モリゲラ,モリゲラ
5369,シロアゴガエル,シロアゴガエル,シロアゴガエル
5370,コシアカツリスドリ,コシアカツリスドリ,コシアカツリスドリ
5371,イワハゼ,イワハゼ,イワハゼ
5372,オナガガモ,オナガガモ,オナガガモ
5373,ミヤマアオハシインコ,ミヤマアオハシインコ,ミヤマアオハシインコ
5374,ウサギコウモリ,ウサギコウモリ,ウサギコウモリ
5375,アメリカオオセグロカモメ,アメリカオオセグロカモメ,アメリカオオセグロカモメ
5376,コマドリ,コマドリ,コマドリ
5377,ムナジロモリミソサザイ,ムナジロモリミソサザイ,ムナジロモリミソサザイ
5378,キマユアメリカムシクイ,キマユアメリカムシクイ,キマユアメリカムシクイ
5379,アオヒゲフウキンチョウ,アオヒゲフウキンチョウ,アオヒゲフウキンチョウ
5380,キホオゴシキドリ,キホオゴシキドリ,キホオゴシキドリ
5381,セイコウチョウ,セイコウチョウ,セイコウチョウ
5382,ルリガシラセイキチョウ,ルリガシラセイキチョウ,ルリガシラセイキチョウ
5383,カレドニアヒラハシ,カレドニアヒラハシ,カレドニアヒラハシ
5384,シマセゲラ,シマセゲラ,シマセゲラ
5385,オオマルケサスヒタキ,オオマルケサスヒタキ,オオマルケサスヒタキ
5386,コウテイペンギン,コウテイペンギン,コウテイペンギン
5387,アンゴラジェネット,アンゴラジェネット,アンゴラジェネット
5388,セレベスヘキチョウ,セレベスヘキチョウ,セレベスヘキチョウ
5389,トウブキツネリス,トウブキツネリス,トウブキツネリス
5390,ヒラスズキ,ヒラスズキ,ヒラスズキ
5391,モンツキイソヒヨドリ,モンツキイソヒヨドリ,モンツキイソヒヨドリ
5392,ハシナガオニキバシリ,ハシナガオニキバシリ,ハシナガオニキバシリ
5393,ハシボソミズナギドリ,ハシボソミズナギドリ,ハシボソミズナギドリ
5394,チャバラカザリドリ,チャバラカザリドリ,チャバラカザリドリ
5395,アカハシオナガガモ,アカハシオナガガモ,アカハシオナガガモ
5396,セジロエボシゲラ,セジロエボシゲラ,セジロエボシゲラ
5397,セキセイインコ,セキセイインコ,セキセイインコ
5398,ウサギアグーチ,ウサギアグーチ,ウサギアグーチ
5399,オリーブモリフウキンチョウ,オリーブモリフウキンチョウ,オリーブモリフウキンチョウ
5400,ミナミチャバラオオコノハズク,ミナミチャバラオオコノハズク,ミナミチャバラオオコノハズク
5401,シロユビヒメキノボリネズミ,シロユビヒメキノボリネズミ,シロユビヒメキノボリネズミ
5402,ガラパゴスウミツバメ,ガラパゴスウミツバメ,ガラパゴスウミツバメ
5403,キイロヒヒ,キイロヒヒ,キイロヒヒ
5404,ムナグロヒメアリサザイ,ムナグロヒメアリサザイ,ムナグロヒメアリサザイ
5405,フィジーヒタキ,フィジーヒタキ,フィジーヒタキ
5406,アムールカナヘビ,アムールカナヘビ,アムールカナヘビ
5407,セアカスナヒバリ,セアカスナヒバリ,セアカスナヒバリ
5408,オマキヤマアラシ,オマキヤマアラシ,オマキヤマアラシ
5409,コシジロユキスズメ,コシジロユキスズメ,コシジロユキスズメ
5410,トルコイシフウキンチョウ,トルコイシフウキンチョウ,トルコイシフウキンチョウ
5411,スジシマドジョウ,スジシマドジョウ,スジシマドジョウ
5412,ネズミフウキンチョウ,ネズミフウキンチョウ,ネズミフウキンチョウ
5413,カンムリエボシドリ,カンムリエボシドリ,カンムリエボシドリ
5414,アカアシイワシャコ,アカアシイワシャコ,アカアシイワシャコ
5415,キバネダルマエナガ,キバネダルマエナガ,キバネダルマエナガ
5416,コミミズク,コミミズク,コミミズク
5417,シラガマーモット,シラガマーモット,シラガマーモット
5418,ハジロテリムク,ハジロテリムク,ハジロテリムク
5419,オキナインコ,オキナインコ,オキナインコ
5420,ビロードジネズミ,ビロードジネズミ,ビロードジネズミ
5421,バハマツバメ,バハマツバメ,バハマツバメ
5422,オビオクロアゴアリドリ,オビオクロアゴアリドリ,オビオクロアゴアリドリ
5423,クロコブサイチョウ,クロコブサイチョウ,クロコブサイチョウ
5424,コウヨウチョウ,コウヨウチョウ,コウヨウチョウ
5425,タニシトビ,タニシトビ,タニシトビ
5426,ウッドラーククスクス,ウッドラーククスクス,ウッドラーククスクス
5427,マーコール,マーコール,マーコール
5428,シロチドリ,シロチドリ,シロチドリ
5429,アカマユムクドリ,アカマユムクドリ,アカマユムクドリ
5430,カキイロツグミ,カキイロツグミ,カキイロツグミ
5431,ルリメタイハクオウム,ルリメタイハクオウム,ルリメタイハクオウム
5432,ハシブトイスカ,ハシブトイスカ,ハシブトイスカ
5433,ヒガシスミレコバシタイヨウチョウ,ヒガシスミレコバシタイヨウチョウ,ヒガシスミレコバシタイヨウチョウ
5434,アカブチジェネット,アカブチジェネット,アカブチジェネット
5435,イトヨ,イトヨ,イトヨ
5436,バービッジイワワラビー,バービッジイワワラビー,バービッジイワワラビー
5437,ハサミヨタカ,ハサミヨタカ,ハサミヨタカ
5438,ドール,ドール,ドール
5439,レイクトラウト,レイクトラウト,レイクトラウト
5440,アカマユシトド,アカマユシトド,アカマユシトド
5441,カムルチー,カムルチー,カムルチー
5442,キジミチバシリ,キジミチバシリ,キジミチバシリ
5443,イスパニオラチャツグミ,イスパニオラチャツグミ,イスパニオラチャツグミ
5444,ズアカムクドリモドキ,ズアカムクドリモドキ,ズアカムクドリモドキ
5445,チャガシラハゴロモガラス,チャガシラハゴロモガラス,チャガシラハゴロモガラス
5446,ハウサハツカネズミ,ハウサハツカネズミ,ハウサハツカネズミ
5447,キンボウシハチドリ,キンボウシハチドリ,キンボウシハチドリ
5448,Red-Throated Rainbow-Skink(アカノドニジトカゲ),Red-Throated Rainbow-Skink(アカノドニジトカゲ),Red-Throated Rainbow-Skink(アカノドニジトカゲ)
5449,クチブエセッカ,クチブエセッカ,クチブエセッカ
5450,ハダカオキノボリネズミ,ハダカオキノボリネズミ,ハダカオキノボリネズミ
5451,イトウ,イトウ,イトウ
5452,キンムネホオジロ,キンムネホオジロ,キンムネホオジロ
5453,キゴロモコメワリ,キゴロモコメワリ,キゴロモコメワリ
5454,イシドジョウ,イシドジョウ,イシドジョウ
5455,シロイルカ,シロイルカ,シロイルカ
5456,ミユビクサネズミ,ミユビクサネズミ,ミユビクサネズミ
5457,カンムリヒタキ,カンムリヒタキ,カンムリヒタキ
5458,コモンリスザル,コモンリスザル,コモンリスザル
